campana_id,cliente_id,fecha_envio,canal,tipo_oferta,costo,convertido
601702,3000989,2025-10-09,push,descuento,2300,0
601703,3000989,2025-12-17,email,generico,600,0
601704,3000990,2025-12-17,email,descuento,3600,0
601705,3000990,2026-01-06,email,descuento,700,0
601706,3000991,2025-07-02,email,upgrade_credito,3000,0
601707,3000991,2025-11-12,push,descuento,3500,0
601708,3000992,2025-04-28,email,generico,700,0
601709,3000993,2025-06-02,sms,descuento,2700,0
601710,3000993,2025-10-29,push,cashback,2100,0
601711,3000995,2025-08-20,push,generico,3700,0
601712,3000996,2025-05-29,push,cashback,700,0
601713,3000997,2025-12-05,push,descuento,2100,0
601714,3000997,2025-03-13,push,cashback,3700,1
601715,3000998,2025-08-21,sms,generico,1200,0
601716,3000998,2025-11-13,sms,cashback,1600,0
601717,3000998,2025-02-03,push,descuento,1900,0
601718,3000999,2026-02-21,push,generico,1500,0
601719,3000999,2025-09-25,email,descuento,3300,0
601720,3000999,2025-08-29,email,cashback,1900,0
601721,3000999,2025-06-03,email,cashback,1400,1
601722,3000999,2026-02-17,sms,descuento,3700,0
601723,3001000,2025-04-28,sms,descuento,2800,0
601724,3001000,2025-06-14,email,descuento,3200,0
601725,3001001,2025-01-23,email,cashback,600,0
601726,3001001,2025-04-23,sms,cashback,3600,0
601727,3001002,2025-12-23,push,descuento,2400,0
601728,3001002,2025-12-07,push,generico,1600,0
601729,3001004,2025-03-30,push,generico,1400,0
601730,3001006,2025-05-26,push,descuento,1400,1
601731,3001007,2025-02-09,push,upgrade_credito,3200,0
601732,3001007,2025-01-27,push,cashback,900,1
601733,3001008,2025-04-22,push,cashback,800,0
601734,3001008,2025-01-23,push,generico,2400,0
601735,3001008,2025-08-31,push,cashback,2700,0
601736,3001009,2025-05-31,email,cashback,2700,0
601737,3001009,2025-10-19,push,descuento,1400,0
601738,3001011,2025-11-20,push,upgrade_credito,900,0
601739,3001012,2026-01-14,email,upgrade_credito,2900,0
601740,3001013,2025-01-13,push,generico,2000,0
601741,3001013,2026-01-04,sms,descuento,3600,0
601742,3001013,2025-06-28,email,descuento,3400,0
601743,3001013,2025-12-01,sms,cashback,3500,1
601744,3001013,2025-09-19,email,generico,3300,0
601745,3001014,2025-06-06,push,cashback,2600,0
601746,3001015,2025-08-15,email,upgrade_credito,2300,1
601747,3001015,2025-04-16,email,upgrade_credito,2400,0
601748,3001015,2025-01-22,push,cashback,2100,0
601749,3001016,2025-03-04,push,descuento,1100,0
601750,3001018,2025-10-03,push,cashback,1500,0
601751,3001019,2025-10-31,push,generico,1500,0
601752,3001019,2025-07-25,sms,cashback,2800,0
601753,3001019,2025-02-01,email,upgrade_credito,2900,0
601754,3001020,2025-01-24,email,generico,1800,0
601755,3001021,2026-01-18,push,generico,1900,0
601756,3001021,2025-10-22,push,descuento,1900,0
601757,3001021,2026-02-02,push,cashback,1700,0
601758,3001022,2026-03-08,push,upgrade_credito,1700,0
601759,3001022,2025-01-29,email,upgrade_credito,3900,0
601760,3001023,2025-10-08,sms,cashback,2600,1
601761,3001023,2026-03-09,push,cashback,3100,0
601762,3001023,2025-11-19,push,descuento,3800,0
601763,3001024,2025-08-15,push,generico,800,0
601764,3001024,2026-01-25,email,generico,1300,0
601765,3001025,2025-07-03,email,upgrade_credito,2500,0
601766,3001025,2025-12-16,push,descuento,3300,0
601767,3001026,2026-03-05,push,upgrade_credito,1300,0
601768,3001027,2026-01-25,push,generico,1300,0
601769,3001027,2026-02-05,push,descuento,2700,0
601770,3001028,2025-09-22,email,descuento,500,0
601771,3001028,2025-09-11,push,generico,3100,0
601772,3001028,2025-05-30,email,cashback,1300,1
601773,3001028,2025-04-16,push,descuento,1100,0
601774,3001028,2025-01-05,push,descuento,3700,0
601775,3001029,2025-12-11,push,generico,3600,0
601776,3001030,2025-11-24,sms,cashback,2900,0
601777,3001031,2026-03-09,email,generico,1900,0
601778,3001031,2025-05-08,sms,upgrade_credito,500,0
601779,3001032,2025-11-12,push,generico,900,0
601780,3001033,2025-05-28,push,descuento,500,0
601781,3001034,2025-11-23,push,descuento,900,0
601782,3001034,2025-01-25,push,descuento,1700,0
601783,3001034,2026-01-03,push,upgrade_credito,3800,0
601784,3001034,2025-05-22,push,descuento,3200,0
601785,3001035,2025-02-24,sms,cashback,2300,1
601786,3001035,2025-05-22,push,generico,3100,0
601787,3001036,2025-11-02,email,cashback,1100,1
601788,3001036,2025-10-28,sms,upgrade_credito,3000,0
601789,3001037,2026-01-30,sms,cashback,2400,0
601790,3001038,2025-08-01,push,generico,2400,0
601791,3001039,2025-10-23,sms,upgrade_credito,3400,0
601792,3001039,2025-12-16,push,upgrade_credito,1000,0
601793,3001039,2025-02-01,email,upgrade_credito,2900,0
601794,3001040,2025-02-15,push,cashback,1900,0
601795,3001040,2025-06-28,push,cashback,900,0
601796,3001041,2025-06-29,push,upgrade_credito,2500,0
601797,3001041,2025-07-15,push,generico,1000,0
601798,3001042,2026-02-11,push,descuento,3800,0
601799,3001042,2026-01-01,push,upgrade_credito,3100,1
601800,3001043,2025-04-17,email,cashback,1400,0
601801,3001044,2025-06-11,sms,cashback,3500,0
601802,3001045,2025-02-11,email,upgrade_credito,3300,0
601803,3001045,2025-10-06,push,upgrade_credito,2000,0
601804,3001045,2025-10-16,sms,descuento,1100,0
601805,3001045,2025-02-24,push,cashback,3300,0
601806,3001046,2026-02-14,push,upgrade_credito,1500,0
601807,3001048,2025-08-23,push,generico,900,0
601808,3001048,2025-12-01,push,upgrade_credito,2400,0
601809,3001048,2025-11-20,push,descuento,1400,0
601810,3001049,2025-11-28,push,upgrade_credito,700,0
601811,3001049,2026-03-11,push,cashback,3100,0
601812,3001050,2025-07-19,email,cashback,3500,0
601813,3001051,2025-06-24,email,descuento,500,0
601814,3001052,2025-06-01,push,generico,2600,0
601815,3001052,2025-10-09,push,generico,1100,0
601816,3001052,2025-05-29,push,descuento,1300,0
601817,3001053,2025-06-08,push,upgrade_credito,3800,0
601818,3001053,2026-02-25,push,upgrade_credito,3600,0
601819,3001054,2025-01-18,push,descuento,1100,0
601820,3001055,2026-02-15,sms,descuento,3600,0
601821,3001055,2026-03-11,push,upgrade_credito,1300,0
601822,3001056,2025-04-28,push,descuento,3700,0
601823,3001056,2025-05-04,push,descuento,1800,0
601824,3001056,2025-05-10,push,descuento,1800,0
601825,3001057,2026-01-07,email,generico,2300,0
601826,3001057,2025-03-20,push,descuento,1900,0
601827,3001057,2025-03-04,push,descuento,800,0
601828,3001058,2025-11-19,email,cashback,3400,0
601829,3001058,2025-06-21,sms,cashback,3800,0
601830,3001059,2025-02-21,email,cashback,2600,0
601831,3001061,2025-07-19,push,generico,4000,0
601832,3001061,2026-01-26,push,descuento,3400,0
601833,3001061,2025-04-01,push,cashback,3600,0
601834,3001063,2025-08-11,email,cashback,2500,0
601835,3001064,2025-01-11,push,cashback,2000,0
601836,3001065,2025-06-04,email,generico,2300,1
601837,3001065,2025-05-18,push,descuento,2600,1
601838,3001065,2026-01-17,push,upgrade_credito,500,0
601839,3001066,2025-05-01,push,descuento,2500,0
601840,3001066,2025-11-05,push,generico,700,0
601841,3001066,2025-01-11,push,upgrade_credito,3100,0
601842,3001066,2025-10-05,push,descuento,3700,0
601843,3001067,2025-12-03,push,generico,1100,0
601844,3001067,2025-07-12,sms,cashback,800,0
601845,3001068,2025-05-27,email,descuento,3100,0
601846,3001068,2025-06-28,push,cashback,1800,0
601847,3001069,2025-05-01,sms,generico,1600,0
601848,3001069,2025-10-26,push,descuento,3700,0
601849,3001070,2026-03-13,push,cashback,1200,0
601850,3001071,2025-05-26,push,cashback,3500,1
601851,3001071,2025-02-06,push,cashback,2700,0
601852,3001071,2025-06-10,email,cashback,1500,0
601853,3001072,2025-04-23,sms,descuento,1600,0
601854,3001073,2025-06-22,email,generico,600,0
601855,3001073,2025-10-22,push,descuento,1100,0
601856,3001073,2025-06-12,sms,generico,3700,0
601857,3001074,2025-10-28,push,upgrade_credito,3800,1
601858,3001074,2025-05-29,email,cashback,2900,0
601859,3001074,2025-11-13,push,descuento,3400,0
601860,3001075,2026-02-01,push,generico,2600,0
601861,3001075,2025-08-08,email,descuento,2400,0
601862,3001076,2025-10-30,email,descuento,2600,0
601863,3001080,2025-05-03,push,descuento,1100,0
601864,3001080,2025-07-02,push,upgrade_credito,3300,0
601865,3001080,2025-03-26,push,cashback,3000,0
601866,3001082,2025-01-01,push,cashback,1700,0
601867,3001082,2025-09-12,email,descuento,2200,1
601868,3001083,2025-07-16,sms,cashback,2900,0
601869,3001084,2025-09-11,push,descuento,1400,0
601870,3001084,2025-12-22,push,descuento,3700,0
601871,3001084,2025-09-25,email,cashback,1200,0
601872,3001086,2025-11-30,email,cashback,3300,0
601873,3001086,2025-04-20,email,descuento,1300,0
601874,3001087,2026-02-20,push,descuento,800,0
601875,3001087,2025-10-26,push,generico,500,0
601876,3001087,2025-08-09,email,descuento,2700,0
601877,3001088,2025-12-19,sms,generico,2700,0
601878,3001089,2025-07-10,push,cashback,3200,1
601879,3001091,2025-09-01,email,cashback,1000,0
601880,3001091,2025-10-21,sms,generico,1900,0
601881,3001092,2025-10-28,push,generico,3000,0
601882,3001093,2025-10-13,sms,cashback,3200,0
601883,3001093,2025-09-13,push,cashback,3800,0
601884,3001094,2026-02-22,push,cashback,3400,0
601885,3001094,2025-01-03,push,upgrade_credito,700,0
601886,3001095,2026-02-23,push,descuento,2400,0
601887,3001096,2025-10-12,email,generico,3300,0
601888,3001097,2025-07-14,email,generico,1000,0
601889,3001098,2025-05-11,email,generico,2200,0
601890,3001098,2026-03-12,push,cashback,1300,0
601891,3001099,2025-04-15,email,generico,2000,0
601892,3001100,2025-03-02,sms,descuento,1100,0
601893,3001100,2025-03-05,sms,cashback,1200,0
601894,3001100,2025-08-28,push,generico,800,0
601895,3001101,2025-10-19,email,cashback,2100,1
601896,3001101,2025-12-03,push,descuento,2800,1
601897,3001103,2025-02-02,push,cashback,3000,0
601898,3001103,2025-09-02,sms,generico,2400,0
601899,3001104,2025-07-16,push,generico,3600,0
601900,3001105,2026-03-13,push,descuento,3800,0
601901,3001107,2025-08-30,push,descuento,2800,1
601902,3001107,2025-09-10,sms,cashback,1100,0
601903,3001108,2025-02-02,sms,descuento,2700,0
601904,3001108,2025-01-29,email,generico,1900,0
601905,3001109,2025-11-28,push,upgrade_credito,900,0
601906,3001109,2026-01-19,push,cashback,3800,0
601907,3001110,2025-01-13,push,descuento,700,0
601908,3001110,2025-06-30,push,generico,3400,1
601909,3001111,2025-07-14,push,generico,3500,0
601910,3001111,2025-11-12,email,generico,1300,0
601911,3001112,2025-07-21,push,cashback,1200,0
601912,3001113,2025-08-09,push,descuento,600,0
601913,3001114,2025-07-16,push,generico,3900,0
601914,3001114,2025-06-07,push,generico,1700,0
601915,3001116,2025-08-08,email,cashback,2100,0
601916,3001116,2025-12-15,email,descuento,2500,0
601917,3001116,2025-07-19,email,cashback,3500,0
601918,3001116,2026-02-19,email,generico,800,0
601919,3001117,2025-01-26,push,upgrade_credito,3000,0
601920,3001118,2025-02-01,sms,cashback,3200,0
601921,3001118,2025-01-14,sms,cashback,3900,0
601922,3001119,2025-08-23,email,descuento,3600,0
601923,3001120,2026-02-15,push,cashback,3100,0
601924,3001121,2025-06-27,email,upgrade_credito,3900,0
601925,3001125,2025-02-13,push,cashback,1900,0
601926,3001125,2025-12-23,push,upgrade_credito,2700,0
601927,3001125,2025-05-26,sms,upgrade_credito,3100,0
601928,3001125,2026-02-02,email,descuento,3700,0
601929,3001125,2025-08-26,email,descuento,2000,0
601930,3001126,2025-10-02,email,descuento,1000,0
601931,3001126,2025-08-08,email,cashback,2900,0
601932,3001127,2025-09-01,sms,generico,1200,0
601933,3001128,2025-07-29,email,generico,1600,0
601934,3001128,2025-07-03,email,generico,1000,0
601935,3001129,2025-06-16,push,cashback,3000,0
601936,3001129,2025-08-14,push,cashback,3800,0
601937,3001129,2025-09-30,push,upgrade_credito,3400,0
601938,3001130,2026-03-07,push,cashback,3500,1
601939,3001130,2025-03-03,email,descuento,3500,0
601940,3001130,2025-08-09,push,cashback,2500,1
601941,3001131,2026-03-03,push,descuento,2400,0
601942,3001131,2025-01-28,email,cashback,1000,0
601943,3001132,2025-10-29,push,cashback,3400,1
601944,3001132,2025-03-13,email,descuento,1400,0
601945,3001133,2025-12-12,email,generico,700,0
601946,3001133,2026-02-12,push,descuento,3200,0
601947,3001133,2025-05-04,email,descuento,2500,0
601948,3001134,2025-01-01,sms,upgrade_credito,700,0
601949,3001135,2025-03-03,sms,upgrade_credito,2600,0
601950,3001135,2025-02-06,email,generico,3200,0
601951,3001136,2025-06-30,push,cashback,1600,0
601952,3001137,2025-07-08,push,cashback,1000,0
601953,3001137,2025-10-08,sms,upgrade_credito,500,0
601954,3001138,2025-12-16,push,cashback,2700,0
601955,3001139,2025-04-14,sms,upgrade_credito,2000,0
601956,3001139,2025-04-23,email,descuento,2800,0
601957,3001139,2025-07-08,email,generico,2400,0
601958,3001140,2025-08-15,push,generico,2000,0
601959,3001140,2025-12-06,email,generico,3700,0
601960,3001141,2026-01-31,push,descuento,2500,0
601961,3001141,2025-04-08,push,generico,2000,0
601962,3001143,2025-11-11,push,descuento,3100,0
601963,3001144,2025-11-13,email,generico,3200,0
601964,3001144,2025-08-08,push,descuento,3500,0
601965,3001145,2025-08-21,push,generico,1900,0
601966,3001145,2025-03-15,push,cashback,2000,0
601967,3001146,2025-03-29,sms,descuento,4000,0
601968,3001146,2025-02-24,email,cashback,3300,0
601969,3001147,2025-10-08,email,descuento,3100,0
601970,3001147,2026-03-10,push,cashback,3800,0
601971,3001149,2025-10-27,email,cashback,1300,0
601972,3001149,2025-04-12,email,descuento,3000,0
601973,3001150,2025-02-25,sms,cashback,2200,0
601974,3001150,2026-01-24,sms,cashback,2200,0
601975,3001152,2025-12-14,email,generico,2900,0
601976,3001152,2026-03-05,email,generico,1300,0
601977,3001153,2025-01-04,sms,generico,1900,0
601978,3001154,2025-08-30,push,cashback,3000,1
601979,3001155,2025-09-01,push,descuento,1600,0
601980,3001156,2025-05-13,sms,generico,700,0
601981,3001157,2025-02-23,push,descuento,2100,0
601982,3001157,2025-12-25,sms,cashback,2200,0
601983,3001157,2026-03-04,push,cashback,3200,0
601984,3001158,2025-12-10,sms,descuento,2800,0
601985,3001158,2025-11-17,push,descuento,1800,0
601986,3001158,2025-09-29,email,cashback,3500,0
601987,3001159,2025-09-13,email,upgrade_credito,3000,0
601988,3001159,2025-01-14,push,descuento,1500,0
601989,3001159,2025-06-26,email,generico,1800,1
601990,3001160,2025-09-16,push,cashback,1700,0
601991,3001160,2026-01-01,sms,cashback,3000,0
601992,3001161,2025-08-28,sms,descuento,3100,0
601993,3001162,2025-12-31,email,generico,600,0
601994,3001163,2025-09-08,push,cashback,1800,0
601995,3001163,2025-12-10,push,cashback,2400,0
601996,3001163,2025-04-08,sms,generico,3500,0
601997,3001163,2025-05-24,push,cashback,1100,1
601998,3001164,2025-05-11,sms,generico,2300,0
601999,3001165,2025-12-26,push,descuento,700,0
602000,3001165,2025-12-26,email,cashback,2800,0
602001,3001166,2025-10-22,sms,descuento,3600,0
602002,3001166,2025-12-08,push,descuento,2000,0
602003,3001167,2025-01-26,push,upgrade_credito,1300,0
602004,3001167,2026-03-14,push,descuento,3500,0
602005,3001168,2025-07-12,push,descuento,2100,0
602006,3001168,2026-03-07,push,generico,3200,0
602007,3001168,2026-03-13,sms,cashback,900,0
602008,3001168,2025-04-22,push,descuento,2000,0
602009,3001169,2025-12-26,sms,generico,1100,0
602010,3001170,2025-03-03,email,descuento,1600,0
602011,3001170,2025-04-09,email,upgrade_credito,700,0
602012,3001171,2025-04-09,email,descuento,1400,0
602013,3001171,2025-06-11,email,generico,800,0
602014,3001173,2025-03-31,email,cashback,1800,0
602015,3001174,2025-03-09,push,descuento,1000,0
602016,3001175,2026-01-07,push,cashback,2700,1
602017,3001175,2025-07-30,email,upgrade_credito,3900,0
602018,3001175,2025-12-28,email,descuento,800,0
602019,3001176,2025-03-16,push,cashback,3600,0
602020,3001176,2025-08-18,sms,cashback,3000,1
602021,3001177,2025-09-20,email,generico,2200,0
602022,3001177,2025-05-27,push,upgrade_credito,1600,0
602023,3001180,2026-02-08,push,descuento,1300,0
602024,3001180,2026-01-26,push,cashback,900,1
602025,3001180,2025-10-07,push,generico,1800,0
602026,3001180,2025-08-06,email,generico,3800,0
602027,3001181,2026-01-18,push,generico,3000,0
602028,3001181,2026-01-04,push,descuento,2900,0
602029,3001182,2025-10-01,email,generico,2700,0
602030,3001182,2026-01-20,email,descuento,1000,0
602031,3001183,2025-06-12,push,cashback,2700,0
602032,3001184,2025-04-24,sms,generico,500,0
602033,3001184,2025-05-30,push,descuento,2700,0
602034,3001184,2025-06-15,push,cashback,3800,0
602035,3001185,2025-01-21,email,descuento,2300,0
602036,3001185,2025-10-02,push,cashback,4000,0
602037,3001186,2026-03-12,sms,upgrade_credito,4000,1
602038,3001186,2025-01-19,email,descuento,1000,0
602039,3001186,2025-12-04,email,cashback,1900,0
602040,3001186,2025-07-01,push,descuento,2100,0
602041,3001189,2025-05-31,email,generico,1800,0
602042,3001189,2025-12-19,email,descuento,2900,0
602043,3001190,2025-02-16,push,descuento,3900,0
602044,3001190,2025-12-20,email,generico,4000,0
602045,3001191,2025-04-18,push,cashback,2200,0
602046,3001191,2025-09-26,sms,generico,1100,0
602047,3001191,2025-03-04,sms,upgrade_credito,4000,0
602048,3001193,2025-07-12,push,cashback,2900,0
602049,3001194,2025-03-08,email,upgrade_credito,3300,0
602050,3001194,2025-05-03,email,cashback,1200,0
602051,3001195,2025-04-24,email,cashback,900,0
602052,3001196,2025-07-21,push,cashback,3300,0
602053,3001196,2026-01-25,email,descuento,3800,0
602054,3001197,2025-09-09,push,generico,1700,0
602055,3001197,2025-04-27,push,upgrade_credito,2900,0
602056,3001198,2025-10-12,email,generico,2900,0
602057,3001199,2026-01-19,email,cashback,2900,0
602058,3001200,2025-01-28,email,cashback,3700,0
602059,3001201,2025-11-23,push,descuento,1300,0
602060,3001201,2025-11-11,sms,descuento,3700,0
602061,3001201,2025-10-10,push,descuento,1900,0
602062,3001202,2025-03-01,email,descuento,2900,0
602063,3001202,2026-01-13,push,upgrade_credito,1200,0
602064,3001203,2025-03-05,push,upgrade_credito,2900,0
602065,3001204,2025-05-06,email,descuento,2900,0
602066,3001204,2026-02-03,push,descuento,2000,0
602067,3001205,2025-06-03,email,generico,2600,0
602068,3001205,2025-02-22,email,generico,1000,0
602069,3001206,2025-06-21,push,upgrade_credito,1200,0
602070,3001206,2025-08-13,push,descuento,1200,0
602071,3001207,2026-01-05,sms,upgrade_credito,2900,0
602072,3001207,2025-11-13,sms,generico,3800,0
602073,3001207,2025-04-19,email,descuento,1400,0
602074,3001208,2025-11-18,push,upgrade_credito,2300,0
602075,3001208,2025-02-06,push,generico,600,0
602076,3001208,2025-08-11,push,descuento,600,0
602077,3001208,2025-07-15,push,generico,1200,0
602078,3001210,2025-12-15,email,descuento,2500,1
602079,3001211,2025-09-04,push,descuento,2600,0
602080,3001211,2025-10-01,push,cashback,2400,0
602081,3001211,2025-04-15,push,descuento,1400,0
602082,3001212,2025-06-25,push,generico,2200,0
602083,3001212,2025-10-24,push,descuento,2400,0
602084,3001213,2025-08-30,push,upgrade_credito,2500,0
602085,3001215,2025-01-11,email,generico,1900,0
602086,3001215,2025-03-05,email,cashback,800,0
602087,3001217,2025-03-13,sms,cashback,2100,1
602088,3001217,2025-07-06,email,cashback,2800,0
602089,3001219,2025-10-07,push,generico,2600,0
602090,3001220,2025-03-18,push,descuento,1900,0
602091,3001220,2025-01-21,email,generico,1500,0
602092,3001222,2025-10-28,push,upgrade_credito,1000,0
602093,3001222,2025-05-22,email,generico,700,0
602094,3001223,2025-08-06,push,generico,2300,0
602095,3001224,2025-05-30,push,generico,1500,0
602096,3001225,2025-02-08,push,upgrade_credito,1400,0
602097,3001225,2025-08-14,email,generico,3300,0
602098,3001225,2025-08-22,email,descuento,1900,0
602099,3001226,2025-11-26,push,upgrade_credito,2000,0
602100,3001226,2025-01-01,push,cashback,2500,0
602101,3001227,2025-02-14,push,cashback,1100,0
602102,3001228,2025-03-05,push,cashback,3700,0
602103,3001228,2025-09-12,push,descuento,2700,0
602104,3001229,2025-06-29,push,descuento,3400,0
602105,3001229,2025-10-04,push,upgrade_credito,3600,0
602106,3001230,2025-04-24,push,descuento,3200,1
602107,3001230,2025-05-16,email,cashback,2900,0
602108,3001230,2025-08-02,push,descuento,800,0
602109,3001231,2025-02-19,push,upgrade_credito,2200,0
602110,3001231,2025-12-03,sms,cashback,900,0
602111,3001232,2025-10-03,push,cashback,3700,0
602112,3001232,2026-01-14,push,cashback,1700,0
602113,3001232,2026-03-03,email,cashback,1600,0
602114,3001233,2026-02-04,sms,cashback,3900,0
602115,3001233,2025-06-27,email,cashback,2800,1
602116,3001233,2025-06-11,sms,cashback,2100,0
602117,3001234,2026-03-12,push,upgrade_credito,1200,0
602118,3001234,2025-11-14,push,upgrade_credito,1700,0
602119,3001235,2025-07-16,sms,descuento,4000,0
602120,3001236,2025-11-13,sms,descuento,3100,0
602121,3001237,2025-10-25,email,generico,3300,0
602122,3001238,2025-10-21,email,cashback,2000,0
602123,3001238,2025-12-18,push,generico,1100,0
602124,3001239,2025-05-26,push,upgrade_credito,1500,0
602125,3001239,2026-01-21,push,generico,2800,0
602126,3001239,2025-06-07,push,cashback,2500,0
602127,3001242,2026-01-24,push,descuento,1900,0
602128,3001242,2025-02-17,email,cashback,1500,0
602129,3001243,2025-09-02,sms,descuento,2100,0
602130,3001244,2026-01-29,email,cashback,3500,0
602131,3001244,2026-01-10,push,descuento,900,0
602132,3001245,2025-02-12,push,generico,2000,0
602133,3001245,2026-01-19,push,cashback,1000,0
602134,3001245,2025-11-05,email,upgrade_credito,2200,0
602135,3001246,2025-03-25,email,generico,1100,0
602136,3001247,2025-12-29,email,generico,1800,0
602137,3001248,2026-01-08,sms,descuento,1500,0
602138,3001248,2025-07-22,push,descuento,2400,0
602139,3001248,2025-04-14,email,generico,700,0
602140,3001249,2025-12-15,push,cashback,2300,0
602141,3001249,2025-08-18,push,cashback,2700,0
602142,3001249,2025-08-13,push,upgrade_credito,800,0
602143,3001251,2025-02-14,email,cashback,3200,0
602144,3001252,2025-02-19,push,generico,2200,0
602145,3001253,2025-03-15,email,generico,2500,0
602146,3001254,2025-08-17,push,cashback,2700,0
602147,3001255,2025-10-24,email,cashback,600,0
602148,3001255,2025-06-06,email,upgrade_credito,3900,0
602149,3001259,2025-02-07,push,generico,1700,0
602150,3001260,2025-09-07,sms,cashback,2600,1
602151,3001260,2025-07-13,push,descuento,3100,0
602152,3001262,2025-01-15,email,generico,2700,0
602153,3001262,2025-03-09,email,cashback,1000,0
602154,3001262,2025-04-23,push,cashback,2100,0
602155,3001262,2025-08-12,sms,descuento,3400,0
602156,3001263,2025-12-11,push,cashback,1500,0
602157,3001263,2025-11-10,sms,cashback,2500,0
602158,3001266,2025-09-19,sms,upgrade_credito,1300,0
602159,3001267,2025-10-20,email,descuento,500,0
602160,3001267,2025-06-28,sms,descuento,2700,0
602161,3001267,2025-02-25,push,generico,1500,0
602162,3001268,2025-03-29,email,descuento,3100,0
602163,3001269,2025-12-31,push,cashback,3900,1
602164,3001269,2025-12-27,push,cashback,2100,0
602165,3001269,2025-07-05,sms,upgrade_credito,1700,0
602166,3001272,2025-07-09,email,upgrade_credito,1300,0
602167,3001273,2025-09-18,email,upgrade_credito,1600,0
602168,3001273,2025-02-12,email,generico,3100,0
602169,3001274,2025-05-22,push,cashback,3900,1
602170,3001274,2025-10-23,push,descuento,2600,0
602171,3001274,2025-10-08,email,descuento,3200,0
602172,3001275,2025-08-14,push,descuento,600,0
602173,3001275,2025-01-01,push,generico,2600,0
602174,3001276,2025-12-15,email,generico,4000,0
602175,3001277,2025-01-22,push,cashback,2700,0
602176,3001277,2025-11-24,sms,cashback,900,0
602177,3001279,2025-08-28,push,cashback,1200,0
602178,3001279,2026-02-13,push,descuento,3300,0
602179,3001279,2026-01-09,sms,descuento,1200,0
602180,3001280,2025-04-02,push,generico,1600,0
602181,3001281,2025-04-23,email,descuento,2600,0
602182,3001281,2025-03-22,push,cashback,3500,0
602183,3001281,2025-08-06,email,cashback,1600,0
602184,3001283,2025-08-09,email,generico,2900,0
602185,3001283,2026-03-03,email,descuento,1500,0
602186,3001283,2025-03-25,push,cashback,1700,1
602187,3001283,2025-09-03,push,descuento,2300,0
602188,3001284,2025-08-08,email,generico,2500,0
602189,3001285,2025-01-25,email,generico,800,0
602190,3001285,2025-03-11,sms,descuento,2800,1
602191,3001286,2026-01-06,push,cashback,900,0
602192,3001287,2025-11-06,email,descuento,2900,0
602193,3001287,2025-02-23,push,generico,3600,1
602194,3001288,2026-02-08,push,descuento,3500,1
602195,3001289,2025-06-21,email,generico,3400,0
602196,3001291,2025-11-14,email,generico,1700,0
602197,3001293,2025-12-03,sms,upgrade_credito,3100,0
602198,3001294,2025-02-06,push,generico,3900,0
602199,3001294,2025-02-26,email,descuento,3000,0
602200,3001294,2025-10-29,email,cashback,1700,0
602201,3001295,2025-03-14,email,generico,2800,0
602202,3001295,2026-02-21,push,cashback,2200,1
602203,3001296,2025-04-03,push,cashback,2200,1
602204,3001296,2025-10-07,sms,generico,2900,0
602205,3001296,2025-04-24,push,descuento,3100,0
602206,3001296,2025-07-30,push,cashback,900,0
602207,3001297,2025-08-18,sms,upgrade_credito,3900,0
602208,3001297,2025-11-12,email,descuento,600,0
602209,3001298,2025-04-01,sms,descuento,2700,0
602210,3001299,2025-02-17,sms,generico,3600,0
602211,3001300,2025-06-14,push,cashback,700,0
602212,3001301,2025-08-04,push,upgrade_credito,2400,0
602213,3001302,2025-03-02,email,cashback,1500,0
602214,3001303,2025-04-09,push,cashback,2200,0
602215,3001303,2026-03-11,push,generico,2700,0
602216,3001303,2025-02-05,email,descuento,1400,0
602217,3001304,2025-02-07,sms,descuento,1000,0
602218,3001305,2025-04-08,email,descuento,1900,0
602219,3001305,2025-03-27,email,cashback,3900,0
602220,3001305,2025-04-07,email,generico,500,0
602221,3001305,2025-11-06,push,descuento,3400,0
602222,3001306,2025-04-08,email,cashback,2400,0
602223,3001307,2025-03-30,push,descuento,2500,0
602224,3001307,2025-01-01,email,descuento,3600,0
602225,3001307,2025-03-23,email,descuento,2500,1
602226,3001308,2025-08-16,email,generico,2500,0
602227,3001308,2025-01-23,sms,upgrade_credito,1900,0
602228,3001308,2025-12-04,push,generico,2000,0
602229,3001309,2026-03-15,email,upgrade_credito,3800,0
602230,3001310,2025-10-16,push,generico,1500,0
602231,3001310,2025-10-19,sms,generico,1400,0
602232,3001310,2025-03-20,email,descuento,1700,0
602233,3001312,2025-04-14,push,upgrade_credito,3400,0
602234,3001312,2025-03-13,email,descuento,1200,0
602235,3001314,2026-03-01,push,generico,3600,0
602236,3001314,2025-12-20,email,cashback,3400,0
602237,3001314,2025-06-14,sms,descuento,2600,0
602238,3001314,2025-12-22,push,descuento,2100,0
602239,3001315,2025-08-01,email,descuento,3100,0
602240,3001316,2025-09-29,email,generico,1000,0
602241,3001316,2025-02-03,push,cashback,3800,1
602242,3001318,2025-10-24,sms,cashback,700,0
602243,3001319,2025-05-11,sms,generico,1000,0
602244,3001321,2026-03-06,push,cashback,1600,0
602245,3001322,2025-11-20,push,descuento,2900,1
602246,3001322,2025-03-03,email,upgrade_credito,600,0
602247,3001324,2025-11-18,sms,descuento,600,0
602248,3001324,2025-04-15,push,descuento,3600,0
602249,3001324,2025-10-29,email,descuento,3700,0
602250,3001326,2026-02-24,sms,upgrade_credito,2400,0
602251,3001326,2026-03-10,email,descuento,2200,0
