credito_id,cliente_id,fecha_solicitud,monto_aprobado,plazo_meses,tasa,score_buro,destino,default_90d,dias_mora,monto_recuperado
901103,3002236,2025-07-13,2245000,3,0.0343,450,negocio,1,158,701000
901104,3002236,2025-07-20,1782000,24,0.055,350,consumo,1,144,739000
901105,3002238,2025-06-07,1396000,12,0.048,514,consumo,0,0,0
901106,3002243,2025-03-17,9072000,3,0.0376,563,consumo,0,0,0
901107,3002243,2026-01-09,8029000,18,0.0486,612,salud,0,0,0
901108,3002246,2025-06-25,4423000,24,0.0529,525,otros,0,0,0
901109,3002247,2025-03-13,3807000,3,0.031,573,negocio,0,0,0
901110,3002247,2025-01-15,13387000,12,0.0458,574,otros,0,0,0
901111,3002248,2025-01-29,2357000,36,0.055,548,otros,0,0,0
901112,3002249,2025-10-23,353000,6,0.0403,498,consumo,1,159,197000
901113,3002249,2025-12-03,988000,18,0.0511,450,negocio,0,0,0
901114,3002249,2025-04-14,991000,24,0.0509,483,otros,0,0,0
901115,3002251,2025-06-17,5059000,12,0.0357,620,consumo,0,0,0
901116,3002251,2025-07-08,2468000,3,0.0378,559,otros,0,0,0
901117,3002252,2025-12-29,7358000,24,0.0471,569,consumo,1,164,2965000
901118,3002255,2025-08-03,4909000,12,0.0348,579,negocio,0,0,0
901119,3002256,2025-11-30,4185000,12,0.0504,461,negocio,1,151,1130000
901120,3002256,2025-09-10,4615000,12,0.0464,538,salud,0,0,0
901121,3002258,2025-03-22,1547000,12,0.0453,516,consumo,1,149,727000
901122,3002266,2025-10-03,2951000,18,0.0505,573,otros,0,0,0
901123,3002268,2025-05-06,3679000,6,0.03,706,negocio,0,0,0
901124,3002272,2025-06-05,10208000,3,0.0356,668,consumo,0,0,0
901125,3002274,2025-11-12,3815000,3,0.0289,634,negocio,0,0,0
901126,3002285,2026-01-16,2364000,6,0.0492,514,salud,0,0,0
901127,3002285,2025-09-18,1093000,18,0.0476,506,negocio,0,0,0
901128,3002288,2025-12-20,8161000,12,0.0402,532,consumo,0,0,0
901129,3002290,2025-10-09,4892000,18,0.0417,493,negocio,0,0,0
901130,3002293,2025-03-07,1181000,24,0.049,489,negocio,0,0,0
901131,3002294,2026-02-28,4781000,12,0.0441,602,educacion,0,0,0
901132,3002300,2025-01-16,2206000,36,0.055,565,consumo,0,0,0
901133,3002301,2025-01-25,1225000,6,0.0396,517,consumo,1,150,615000
901134,3002304,2025-04-18,3774000,18,0.0374,652,negocio,0,0,0
901135,3002304,2025-03-10,8058000,36,0.055,568,consumo,0,0,0
901136,3002307,2025-05-31,1299000,12,0.0389,622,consumo,0,0,0
901137,3002313,2026-01-24,2475000,18,0.053,450,salud,1,140,803000
901138,3002313,2025-01-14,2928000,24,0.055,457,educacion,1,156,869000
901139,3002323,2025-02-19,9106000,12,0.0405,709,consumo,0,0,0
901140,3002325,2025-06-09,2665000,18,0.0429,567,negocio,0,0,0
901141,3002325,2025-04-29,2924000,18,0.0477,605,consumo,1,145,864000
901142,3002325,2025-08-09,1662000,6,0.0413,533,consumo,0,0,0
901143,3002332,2025-01-24,3118000,3,0.0463,447,educacion,0,0,0
901144,3002334,2025-12-08,2818000,24,0.0454,429,otros,0,0,0
901145,3002334,2025-07-02,2580000,12,0.0487,456,negocio,1,165,580000
901146,3002338,2025-11-19,490000,24,0.055,528,consumo,0,0,0
901147,3002338,2026-02-26,505000,6,0.0433,572,consumo,0,0,0
901148,3002341,2025-04-10,9921000,18,0.0448,552,salud,0,0,0
901149,3002341,2025-04-08,7264000,6,0.0349,556,otros,0,0,0
901150,3002343,2025-11-25,5013000,12,0.0411,568,educacion,0,0,0
901151,3002343,2025-12-14,7838000,12,0.0489,567,consumo,0,0,0
901152,3002343,2025-04-12,1742000,36,0.0493,610,negocio,0,0,0
901153,3002346,2025-06-22,1864000,3,0.0375,576,consumo,0,0,0
901154,3002347,2025-10-26,6932000,12,0.0425,603,consumo,0,0,0
901155,3002347,2025-07-25,7423000,6,0.0387,538,salud,1,143,4364000
901156,3002349,2026-02-22,8326000,36,0.0478,612,negocio,0,0,0
901157,3002349,2025-10-01,6030000,18,0.0475,579,consumo,0,0,0
901158,3002354,2025-03-14,2552000,6,0.0405,534,consumo,0,0,0
901159,3002356,2025-08-23,5578000,12,0.049,578,negocio,0,0,0
901160,3002356,2025-03-01,1799000,18,0.0425,604,consumo,0,0,0
901161,3002357,2025-04-26,3630000,24,0.0445,602,otros,0,0,0
901162,3002358,2025-06-03,6721000,6,0.0359,671,negocio,0,0,0
901163,3002362,2025-07-14,3091000,18,0.0452,487,consumo,0,0,0
901164,3002362,2025-07-05,3801000,3,0.0331,528,consumo,0,0,0
901165,3002362,2026-01-15,1794000,6,0.0413,579,consumo,0,0,0
901166,3002363,2025-08-14,13948000,18,0.0536,641,consumo,0,0,0
901167,3002363,2025-04-18,18518000,12,0.0411,662,otros,0,0,0
901168,3002364,2025-02-28,17640000,6,0.0372,629,consumo,0,0,0
901169,3002368,2025-06-17,1506000,12,0.0485,511,salud,0,0,0
901170,3002368,2025-10-07,1560000,12,0.0425,464,educacion,0,0,0
901171,3002368,2026-01-12,1592000,6,0.0328,532,salud,0,0,0
901172,3002374,2025-05-26,3652000,24,0.0459,632,negocio,0,0,0
901173,3002375,2026-01-05,6379000,12,0.0378,578,negocio,0,0,0
901174,3002375,2025-04-17,5906000,6,0.0381,577,consumo,0,0,0
901175,3002378,2025-12-17,1856000,6,0.0355,594,negocio,0,0,0
901176,3002378,2025-10-28,3860000,6,0.0441,555,consumo,0,0,0
901177,3002383,2025-07-12,5114000,6,0.0349,709,consumo,0,0,0
901178,3002383,2026-02-13,14761000,12,0.0362,699,educacion,0,0,0
901179,3002386,2026-02-19,15574000,6,0.0379,678,negocio,0,0,0
901180,3002386,2025-09-05,8726000,12,0.0385,703,consumo,0,0,0
901181,3002391,2025-10-10,6570000,18,0.0485,635,consumo,0,0,0
901182,3002391,2025-12-19,1376000,12,0.0384,555,consumo,0,0,0
901183,3002393,2025-08-02,5786000,18,0.0453,610,consumo,1,148,2846000
901184,3002395,2025-11-09,4725000,12,0.0488,582,otros,0,0,0
901185,3002395,2025-07-18,1049000,36,0.0539,533,consumo,0,0,0
901186,3002397,2025-08-12,4953000,12,0.0432,557,negocio,0,0,0
901187,3002397,2025-05-12,1440000,6,0.0432,580,educacion,0,0,0
901188,3002398,2025-11-11,1694000,3,0.0391,575,consumo,0,0,0
901189,3002399,2025-06-26,1149000,12,0.0476,523,negocio,0,0,0
901190,3002409,2025-09-14,5471000,18,0.0424,598,salud,0,0,0
901191,3002409,2025-04-07,2474000,12,0.0358,614,consumo,0,0,0
901192,3002410,2026-02-23,1940000,6,0.0417,531,educacion,0,0,0
901193,3002412,2026-01-17,3560000,36,0.055,543,consumo,1,139,1910000
901194,3002412,2025-04-10,3020000,6,0.0451,506,consumo,0,0,0
901195,3002414,2026-01-15,1697000,12,0.0424,472,salud,0,0,0
901196,3002414,2025-12-19,8594000,6,0.0365,589,consumo,0,0,0
901197,3002417,2025-07-20,918000,6,0.0522,450,consumo,0,0,0
901198,3002421,2025-05-26,1140000,12,0.0502,514,consumo,0,0,0
901199,3002421,2026-02-14,1197000,18,0.055,422,consumo,1,149,307000
901200,3002422,2026-01-22,4795000,24,0.0432,533,educacion,0,0,0
901201,3002422,2026-01-25,3435000,18,0.0442,529,consumo,0,0,0
901202,3002425,2025-12-20,7596000,24,0.055,563,consumo,0,0,0
901203,3002426,2025-10-26,2990000,6,0.0386,519,otros,1,144,1197000
901204,3002428,2025-10-01,1207000,6,0.0407,539,consumo,0,0,0
901205,3002428,2025-06-24,929000,12,0.0522,530,negocio,0,0,0
901206,3002429,2025-08-26,6899000,6,0.0356,609,otros,0,0,0
901207,3002432,2026-01-28,1352000,3,0.043,422,negocio,0,0,0
901208,3002432,2026-02-10,1338000,12,0.0449,565,consumo,0,0,0
901209,3002432,2026-02-02,2260000,12,0.0528,478,educacion,0,0,0
901210,3002435,2025-07-21,2040000,12,0.0338,612,negocio,0,0,0
901211,3002437,2025-10-04,10943000,36,0.055,607,educacion,0,0,0
901212,3002438,2025-07-23,1402000,24,0.0537,473,consumo,0,0,0
901213,3002441,2025-07-27,3803000,12,0.0524,469,consumo,1,148,1835000
901214,3002445,2025-06-05,2981000,18,0.0517,418,consumo,0,0,0
901215,3002445,2025-06-17,2769000,12,0.0462,579,otros,1,160,1409000
901216,3002445,2025-10-09,2879000,24,0.0458,539,otros,0,0,0
901217,3002452,2025-11-25,3518000,12,0.0427,483,educacion,0,0,0
901218,3002461,2025-05-02,2113000,24,0.052,557,consumo,0,0,0
901219,3002464,2026-01-31,5370000,6,0.0406,581,otros,0,0,0
901220,3002469,2026-02-26,4991000,6,0.0351,543,negocio,0,0,0
901221,3002469,2025-10-16,2189000,12,0.0387,628,negocio,1,148,1059000
901222,3002471,2026-01-27,4082000,6,0.0406,532,otros,1,148,2002000
901223,3002471,2025-12-27,1884000,36,0.055,505,salud,0,0,0
901224,3002475,2025-09-18,2169000,24,0.0522,582,consumo,0,0,0
901225,3002476,2025-04-19,2526000,18,0.0487,648,otros,0,0,0
901226,3002476,2025-05-01,1746000,3,0.0408,505,consumo,0,0,0
901227,3002476,2025-06-04,5335000,18,0.0415,589,salud,0,0,0
901228,3002486,2025-01-11,2729000,12,0.0381,599,consumo,0,0,0
901229,3002486,2026-02-26,5871000,6,0.0392,565,consumo,0,0,0
901230,3002488,2025-04-16,3860000,3,0.0354,501,consumo,0,0,0
901231,3002488,2025-02-21,3521000,6,0.0439,500,negocio,0,0,0
901232,3002489,2025-01-26,3414000,12,0.0451,509,otros,0,0,0
901233,3002492,2026-02-25,3983000,6,0.0392,439,consumo,0,0,0
901234,3002495,2025-10-09,1824000,12,0.0432,531,consumo,0,0,0
901235,3002495,2025-04-18,3073000,3,0.0342,636,salud,0,0,0
901236,3002498,2025-02-02,3388000,18,0.0498,564,negocio,0,0,0
901237,3002501,2026-01-31,6123000,12,0.0389,579,educacion,0,0,0
901238,3002503,2025-01-19,3332000,12,0.0492,422,consumo,0,0,0
901239,3002505,2025-06-08,7994000,6,0.0327,552,consumo,0,0,0
901240,3002505,2025-08-27,2459000,6,0.0403,614,negocio,0,0,0
901241,3002507,2025-03-02,475000,6,0.0428,430,consumo,0,0,0
901242,3002507,2025-08-06,381000,6,0.0513,385,consumo,1,147,218000
901243,3002512,2025-10-25,9504000,18,0.0393,611,consumo,0,0,0
901244,3002515,2025-02-05,1990000,6,0.0375,438,negocio,0,0,0
901245,3002515,2026-01-09,1453000,12,0.0471,487,consumo,1,160,357000
901246,3002516,2026-01-02,4032000,18,0.0472,592,otros,0,0,0
901247,3002526,2025-05-02,5724000,12,0.0441,570,negocio,0,0,0
901248,3002526,2025-12-31,15765000,18,0.0478,597,otros,0,0,0
901249,3002526,2025-06-14,10180000,24,0.0513,567,consumo,1,153,5955000
901250,3002530,2025-09-27,2826000,36,0.055,581,consumo,0,0,0
901251,3002532,2025-11-19,768000,12,0.0403,612,educacion,0,0,0
901252,3002532,2026-01-01,2046000,12,0.044,466,consumo,1,164,890000
901253,3002533,2025-08-27,1615000,18,0.0474,587,consumo,0,0,0
901254,3002533,2025-01-11,1557000,12,0.044,529,negocio,0,0,0
901255,3002535,2025-09-09,4810000,18,0.0476,558,consumo,0,0,0
901256,3002536,2025-12-31,3756000,24,0.045,570,consumo,0,0,0
901257,3002536,2025-03-19,6652000,6,0.0397,620,salud,0,0,0
901258,3002536,2025-06-01,8745000,12,0.0444,539,negocio,0,0,0
901259,3002537,2025-02-01,372000,18,0.0506,519,consumo,0,0,0
901260,3002544,2025-07-27,5053000,6,0.0354,530,negocio,0,0,0
901261,3002545,2025-02-16,2056000,12,0.0441,473,consumo,1,147,1135000
901262,3002545,2025-09-07,3492000,12,0.0545,476,salud,0,0,0
901263,3002545,2025-09-10,4332000,6,0.0408,525,negocio,0,0,0
901264,3002547,2025-07-18,4724000,12,0.0466,523,consumo,0,0,0
901265,3002552,2025-08-02,3155000,24,0.0472,554,educacion,0,0,0
901266,3002552,2026-01-08,2086000,12,0.049,510,consumo,1,146,540000
901267,3002555,2025-09-23,5717000,12,0.0445,549,negocio,1,142,2761000
901268,3002557,2025-06-16,4172000,6,0.0406,557,educacion,0,0,0
901269,3002562,2026-01-12,10708000,3,0.0372,548,otros,0,0,0
901270,3002562,2025-12-11,6250000,18,0.0428,544,negocio,0,0,0
901271,3002566,2025-01-03,2481000,24,0.0543,519,consumo,1,146,617000
901272,3002567,2025-12-21,5599000,3,0.035,618,negocio,0,0,0
901273,3002570,2025-09-28,6733000,12,0.0342,659,consumo,0,0,0
901274,3002572,2025-04-09,6044000,3,0.0377,591,educacion,0,0,0
901275,3002574,2025-06-16,2997000,12,0.0517,595,negocio,0,0,0
901276,3002574,2025-06-30,5616000,12,0.0508,546,negocio,0,0,0
901277,3002574,2026-02-09,2405000,12,0.0441,552,educacion,0,0,0
901278,3002578,2026-02-08,3106000,12,0.0357,540,consumo,0,0,0
901279,3002579,2026-01-26,6550000,18,0.0411,594,educacion,0,0,0
901280,3002579,2025-06-09,5330000,12,0.0454,680,otros,0,0,0
901281,3002580,2025-06-07,2483000,24,0.0457,638,consumo,0,0,0
901282,3002582,2025-05-11,2511000,24,0.0509,599,otros,0,0,0
901283,3002582,2025-01-05,2599000,24,0.0438,521,consumo,0,0,0
901284,3002582,2025-11-05,4276000,18,0.0454,472,otros,1,147,1970000
901285,3002583,2025-10-28,6305000,12,0.0398,596,consumo,0,0,0
901286,3002586,2025-12-02,2897000,12,0.0435,625,educacion,0,0,0
901287,3002587,2025-06-19,1195000,12,0.0426,641,negocio,0,0,0
901288,3002588,2026-01-28,7e+05,36,0.055,407,consumo,1,146,429000
901289,3002588,2025-07-12,1169000,12,0.0446,465,consumo,1,156,303000
901290,3002589,2025-05-05,14243000,36,0.055,505,salud,0,0,0
901291,3002589,2026-02-14,5807000,12,0.0472,528,consumo,1,163,1546000
901292,3002591,2026-02-20,2077000,24,0.0476,489,consumo,0,0,0
901293,3002592,2025-05-24,6553000,12,0.0508,620,negocio,0,0,0
901294,3002592,2026-01-21,1352000,18,0.0456,532,educacion,0,0,0
901295,3002595,2025-06-20,1998000,12,0.038,587,otros,0,0,0
901296,3002595,2025-10-15,2429000,12,0.0546,549,salud,0,0,0
901297,3002597,2025-10-03,5182000,18,0.0486,526,educacion,1,142,1683000
901298,3002597,2025-03-24,1229000,6,0.0318,601,consumo,0,0,0
901299,3002600,2026-01-21,2406000,12,0.0446,563,negocio,0,0,0
901300,3002601,2026-01-15,2828000,3,0.037,533,consumo,0,0,0
901301,3002601,2026-01-16,6819000,18,0.0521,512,consumo,1,159,3886000
901302,3002602,2025-09-18,3794000,12,0.048,501,consumo,0,0,0
901303,3002602,2025-11-11,6371000,12,0.0369,621,otros,0,0,0
901304,3002606,2025-12-07,4327000,12,0.0416,561,educacion,0,0,0
901305,3002606,2025-01-10,3458000,12,0.037,518,consumo,1,155,1674000
901306,3002612,2025-06-05,1235000,12,0.0433,490,consumo,0,0,0
901307,3002614,2025-09-16,2342000,12,0.0489,507,consumo,0,0,0
901308,3002615,2025-11-13,12020000,12,0.0402,598,negocio,0,0,0
901309,3002617,2025-09-23,6382000,18,0.0481,546,negocio,0,0,0
901310,3002618,2025-11-12,19905000,36,0.0533,690,negocio,0,0,0
901311,3002618,2026-02-27,16648000,6,0.0385,613,educacion,0,0,0
901312,3002620,2026-01-27,4795000,24,0.0408,707,negocio,0,0,0
901313,3002622,2025-10-03,436000,24,0.0513,468,otros,0,0,0
901314,3002627,2025-01-05,428000,12,0.0399,517,negocio,0,0,0
901315,3002627,2025-03-14,2468000,24,0.055,457,consumo,0,0,0
901316,3002629,2025-09-26,5630000,12,0.0411,626,consumo,0,0,0
901317,3002631,2025-12-07,2638000,6,0.0332,662,consumo,0,0,0
901318,3002631,2025-10-21,5448000,24,0.0517,608,consumo,0,0,0
901319,3002636,2025-12-07,1143000,6,0.037,630,otros,0,0,0
901320,3002638,2025-04-04,3721000,18,0.0422,597,negocio,0,0,0
901321,3002645,2026-02-15,802000,12,0.0396,543,salud,0,0,0
901322,3002645,2026-02-22,2364000,6,0.0446,504,negocio,0,0,0
901323,3002646,2025-06-05,4403000,18,0.0427,610,educacion,0,0,0
901324,3002647,2026-01-26,2972000,12,0.04,629,salud,0,0,0
901325,3002647,2026-02-06,5427000,18,0.0443,667,salud,0,0,0
901326,3002648,2025-07-13,1481000,12,0.0441,525,educacion,0,0,0
901327,3002650,2026-02-13,1648000,24,0.0465,442,negocio,1,141,478000
901328,3002652,2026-02-25,1425000,3,0.036,467,otros,0,0,0
901329,3002652,2026-02-26,1470000,3,0.0375,531,educacion,0,0,0
901330,3002654,2025-06-26,863000,12,0.0356,607,consumo,0,0,0
901331,3002654,2025-02-22,2697000,6,0.0423,482,consumo,0,0,0
901332,3002655,2025-03-29,781000,36,0.055,512,otros,0,0,0
901333,3002655,2025-03-03,1453000,18,0.0396,592,negocio,0,0,0
901334,3002658,2025-03-18,14070000,24,0.0486,673,educacion,0,0,0
901335,3002658,2026-02-04,7704000,36,0.055,572,consumo,0,0,0
901336,3002663,2025-08-22,1946000,12,0.048,531,salud,0,0,0
901337,3002666,2025-08-18,3214000,24,0.0498,544,educacion,0,0,0
901338,3002667,2025-09-24,6287000,6,0.0342,579,consumo,0,0,0
901339,3002674,2026-02-18,4153000,24,0.054,522,consumo,1,146,1259000
901340,3002674,2025-12-27,1662000,12,0.0423,616,salud,0,0,0
901341,3002675,2025-04-15,10743000,18,0.0474,616,negocio,0,0,0
901342,3002676,2025-04-19,4933000,18,0.0496,586,educacion,0,0,0
901343,3002676,2025-04-05,1989000,3,0.0357,680,consumo,0,0,0
901344,3002682,2026-02-11,4213000,12,0.05,473,educacion,1,138,1713000
901345,3002682,2026-02-08,1044000,12,0.0396,569,consumo,0,0,0
901346,3002684,2025-04-13,1831000,24,0.0456,542,consumo,0,0,0
901347,3002684,2026-02-12,2452000,18,0.0442,491,educacion,0,0,0
901348,3002687,2026-02-18,2724000,18,0.0455,452,consumo,1,163,1036000
901349,3002687,2026-02-26,1912000,3,0.0388,544,consumo,0,0,0
901350,3002694,2025-03-09,2727000,6,0.0384,621,consumo,0,0,0
901351,3002697,2026-01-23,8437000,3,0.0405,530,educacion,0,0,0
901352,3002701,2025-09-02,3009000,6,0.0357,514,consumo,0,0,0
901353,3002706,2025-04-28,2250000,24,0.0418,611,negocio,0,0,0
901354,3002706,2025-01-04,6132000,12,0.0439,506,consumo,0,0,0
901355,3002707,2025-10-28,1743000,6,0.0358,554,otros,0,0,0
901356,3002707,2025-09-29,1205000,36,0.055,549,consumo,0,0,0
901357,3002710,2025-08-14,3735000,12,0.0438,509,negocio,0,0,0
901358,3002710,2025-12-10,7124000,6,0.0445,509,otros,0,0,0
901359,3002711,2025-05-10,9593000,18,0.055,531,consumo,0,0,0
901360,3002711,2026-02-05,8646000,6,0.0405,588,consumo,0,0,0
901361,3002713,2025-08-03,668000,18,0.0439,514,otros,0,0,0
901362,3002713,2025-11-12,1560000,6,0.034,485,consumo,1,157,372000
901363,3002715,2025-07-04,4164000,24,0.0454,569,negocio,1,165,1346000
901364,3002715,2025-06-15,4439000,6,0.0299,581,salud,0,0,0
901365,3002717,2025-03-17,4349000,6,0.0415,574,educacion,0,0,0
901366,3002717,2025-06-19,8367000,3,0.0371,586,negocio,0,0,0
901367,3002719,2025-08-08,1719000,24,0.0452,626,consumo,0,0,0
901368,3002720,2026-01-30,3688000,18,0.0534,488,negocio,1,143,1903000
901369,3002724,2026-02-26,891000,12,0.0455,570,negocio,0,0,0
901370,3002724,2026-01-21,1060000,12,0.0485,562,educacion,0,0,0
901371,3002725,2025-02-05,1320000,12,0.0463,504,consumo,1,152,5e+05
901372,3002747,2025-02-26,4584000,6,0.0368,560,negocio,0,0,0
901373,3002747,2025-04-01,2141000,24,0.0538,580,negocio,0,0,0
901374,3002747,2025-03-13,2247000,12,0.0383,572,salud,0,0,0
901375,3002748,2026-02-02,7318000,6,0.0284,623,educacion,0,0,0
901376,3002753,2025-11-15,4658000,6,0.0391,572,otros,0,0,0
901377,3002754,2025-02-06,8426000,6,0.046,520,negocio,0,0,0
901378,3002754,2025-10-09,3726000,12,0.0441,579,negocio,0,0,0
901379,3002758,2026-02-26,4028000,12,0.0424,729,negocio,0,0,0
901380,3002758,2026-02-20,11273000,3,0.035,695,educacion,0,0,0
901381,3002762,2025-05-10,2062000,6,0.0446,437,consumo,1,153,482000
901382,3002763,2025-04-02,7057000,12,0.0373,618,educacion,0,0,0
901383,3002769,2026-01-28,10135000,24,0.0457,606,consumo,0,0,0
901384,3002771,2025-09-24,2306000,18,0.0441,532,negocio,0,0,0
901385,3002772,2025-09-22,2889000,12,0.045,486,salud,0,0,0
901386,3002776,2025-06-08,815000,12,0.0423,503,consumo,0,0,0
901387,3002776,2025-05-31,1505000,18,0.0459,512,consumo,0,0,0
901388,3002777,2025-12-26,3818000,24,0.048,532,consumo,1,147,1770000
901389,3002777,2025-12-14,3238000,18,0.0517,611,salud,0,0,0
901390,3002779,2026-01-01,4423000,24,0.0462,604,consumo,0,0,0
901391,3002780,2025-02-05,1728000,18,0.0447,556,negocio,0,0,0
901392,3002780,2025-04-21,5314000,12,0.0405,549,otros,0,0,0
901393,3002781,2025-12-16,1373000,24,0.0463,436,consumo,1,150,344000
901394,3002782,2025-07-11,5082000,18,0.0446,470,salud,0,0,0
901395,3002782,2025-11-20,5647000,36,0.055,630,negocio,0,0,0
901396,3002782,2025-07-02,1413000,12,0.0413,513,consumo,0,0,0
901397,3002787,2026-02-18,9274000,12,0.0333,662,negocio,0,0,0
901398,3002791,2025-01-07,6399000,6,0.0408,563,salud,0,0,0
901399,3002791,2025-12-18,5124000,12,0.0363,563,consumo,1,156,2756000
901400,3002795,2025-10-21,7526000,12,0.0367,626,negocio,0,0,0
901401,3002796,2025-05-22,2828000,6,0.0345,660,consumo,0,0,0
901402,3002796,2025-09-13,5726000,12,0.0478,613,consumo,0,0,0
901403,3002797,2025-06-01,3829000,3,0.03,563,consumo,0,0,0
901404,3002799,2026-02-24,540000,24,0.0457,516,educacion,1,155,161000
901405,3002805,2025-03-21,4449000,6,0.0393,593,negocio,0,0,0
901406,3002806,2025-07-14,657000,6,0.0408,501,consumo,0,0,0
901407,3002806,2025-05-07,710000,12,0.055,395,consumo,0,0,0
901408,3002807,2025-03-20,8367000,6,0.0337,687,otros,0,0,0
901409,3002807,2025-04-27,7901000,24,0.0509,572,negocio,1,171,1647000
901410,3002808,2025-10-22,11989000,3,0.0213,634,negocio,0,0,0
901411,3002809,2025-01-18,4931000,6,0.032,609,educacion,0,0,0
901412,3002809,2025-08-12,4711000,3,0.0328,543,consumo,0,0,0
901413,3002813,2025-11-30,1540000,6,0.0381,537,negocio,0,0,0
901414,3002818,2025-12-08,1348000,36,0.055,557,consumo,0,0,0
901415,3002818,2026-02-06,642000,18,0.0425,494,consumo,0,0,0
901416,3002819,2025-01-11,4440000,12,0.0358,606,otros,0,0,0
901417,3002823,2025-06-06,1742000,6,0.0465,538,negocio,0,0,0
901418,3002829,2025-01-25,1134000,6,0.0414,563,otros,0,0,0
901419,3002829,2025-12-04,3556000,6,0.0347,540,consumo,0,0,0
901420,3002830,2025-09-26,3573000,3,0.0403,555,otros,0,0,0
901421,3002838,2026-01-18,799000,18,0.0538,456,consumo,0,0,0
901422,3002838,2026-01-10,1229000,6,0.0419,435,educacion,1,150,693000
901423,3002841,2026-01-07,2276000,3,0.0495,451,negocio,0,0,0
901424,3002845,2026-02-26,4303000,6,0.0362,557,negocio,0,0,0
901425,3002845,2025-09-21,5643000,18,0.0494,502,consumo,0,0,0
901426,3002845,2025-08-29,5414000,12,0.0532,506,consumo,0,0,0
901427,3002847,2025-03-17,3235000,12,0.0444,598,educacion,0,0,0
901428,3002847,2025-08-09,2700000,18,0.0451,640,consumo,0,0,0
901429,3002854,2025-04-04,20662000,24,0.0462,569,educacion,0,0,0
901430,3002856,2025-08-02,17171000,12,0.0466,600,consumo,0,0,0
901431,3002857,2025-04-11,3217000,24,0.0485,472,educacion,1,138,827000
901432,3002857,2025-11-02,1731000,24,0.0502,589,otros,0,0,0
901433,3002861,2025-10-24,1342000,18,0.0449,571,consumo,0,0,0
901434,3002861,2025-03-30,5007000,12,0.0444,577,consumo,0,0,0
901435,3002865,2025-11-10,18061000,24,0.0539,542,consumo,1,146,7178000
901436,3002865,2025-01-16,19361000,18,0.0482,566,consumo,1,147,6751000
901437,3002865,2025-08-06,13239000,12,0.0439,586,consumo,0,0,0
901438,3002866,2025-08-01,510000,24,0.049,539,consumo,0,0,0
901439,3002867,2026-02-27,3093000,24,0.0502,428,consumo,1,142,1886000
901440,3002867,2026-02-28,1467000,3,0.0436,561,negocio,0,0,0
901441,3002868,2025-03-22,3607000,18,0.0437,566,negocio,0,0,0
901442,3002868,2025-12-30,827000,12,0.0447,489,educacion,0,0,0
901443,3002871,2025-10-02,4594000,12,0.0471,562,negocio,0,0,0
901444,3002871,2025-08-09,4790000,36,0.055,487,negocio,0,0,0
901445,3002873,2026-01-23,931000,6,0.0467,510,consumo,0,0,0
901446,3002879,2025-04-25,7107000,6,0.0406,615,negocio,0,0,0
901447,3002881,2026-01-06,6410000,18,0.0406,514,consumo,0,0,0
901448,3002881,2025-10-11,6717000,18,0.0446,506,educacion,0,0,0
901449,3002885,2025-11-07,11953000,12,0.0429,541,salud,1,152,7252000
901450,3002888,2026-01-09,1653000,6,0.0391,527,negocio,0,0,0
901451,3002888,2025-08-11,1759000,6,0.0414,601,otros,0,0,0
901452,3002894,2026-02-03,1500000,12,0.0406,583,negocio,0,0,0
901453,3002894,2026-01-03,2492000,12,0.0383,550,consumo,0,0,0
901454,3002899,2026-02-28,3299000,3,0.0291,531,consumo,0,0,0
901455,3002900,2025-11-18,2631000,12,0.0407,502,negocio,0,0,0
901456,3002904,2025-06-25,4337000,3,0.0337,650,negocio,0,0,0
901457,3002906,2025-07-19,2234000,6,0.0469,475,consumo,0,0,0
901458,3002906,2026-01-25,983000,12,0.0512,546,salud,0,0,0
901459,3002907,2025-12-18,3352000,12,0.0408,697,negocio,0,0,0
901460,3002909,2025-08-11,1889000,12,0.0455,552,consumo,0,0,0
901461,3002912,2025-08-21,2037000,18,0.0542,515,salud,0,0,0
901462,3002912,2025-04-02,3132000,12,0.0354,531,salud,0,0,0
901463,3002917,2025-04-12,3776000,12,0.0437,568,otros,0,0,0
901464,3002917,2025-10-11,6690000,18,0.044,669,otros,0,0,0
901465,3002919,2025-03-06,2607000,3,0.0271,582,negocio,0,0,0
901466,3002919,2025-06-12,2128000,18,0.0484,604,negocio,0,0,0
901467,3002921,2026-02-17,2708000,3,0.0377,489,otros,0,0,0
901468,3002921,2026-01-19,2137000,12,0.0326,570,consumo,0,0,0
901469,3002927,2026-02-28,8556000,6,0.0371,575,educacion,0,0,0
901470,3002928,2025-06-14,3538000,12,0.0399,576,educacion,0,0,0
901471,3002928,2025-01-03,3044000,3,0.037,597,educacion,0,0,0
901472,3002934,2025-08-26,6124000,3,0.0364,611,consumo,0,0,0
901473,3002941,2025-04-27,4469000,12,0.045,554,negocio,0,0,0
901474,3002941,2025-10-15,4154000,12,0.0417,521,educacion,0,0,0
901475,3002944,2025-12-25,1449000,6,0.0361,591,consumo,0,0,0
901476,3002944,2026-01-04,7635000,12,0.0431,677,salud,0,0,0
901477,3002944,2025-12-03,3984000,6,0.043,609,consumo,0,0,0
901478,3002948,2026-01-26,1060000,12,0.0524,470,negocio,0,0,0
901479,3002949,2025-08-10,1389000,6,0.0401,478,consumo,1,141,880000
901480,3002952,2025-11-21,1646000,12,0.0378,566,consumo,0,0,0
