track_id,track_name,artist,album,genre,release_year,duration_ms,explicit,key,mode,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo,popularity,streams
TkvqSkBibP,Track_04,Farruko,Farruko_01,urbano latino,2016,235210,1,8,1,0.481786587387417,0.542948885601373,0.218058170321552,0.147947520984938,0.035908077720881,0.166687281275571,0,153.479272135032,49,257356
WeNlB55Q8E,Track_05,Farruko,Farruko_01,urbano latino,2016,190248,0,6,1,0.785286670210548,0.713657092599719,0.578419746787382,0.0205568132855198,0.0163740221137735,0.205557959939159,0.087690284041572,106.160956844883,52,62194
S5fsVsROEF,Track_06,Farruko,Farruko_01,urbano latino,2016,220888,0,0,1,0.595042816559044,0.539323032215865,0.490229964561791,0.179430590066867,0.041901476576529,0.111425397612667,0.099802889347657,75.3274943041814,86,658633
GrGWgDrKg1,Track_07,Farruko,Farruko_01,urbano latino,2016,192464,0,7,0,0.625956341455533,0.823255202678123,0.544551342724537,0.050554396343785,0,0.232564089347552,0.0338758610953032,107.776944567579,25,22237
sMgzHNTCpn,Track_08,Farruko,Farruko_01,urbano latino,2016,208019,0,9,0,0.717889244104104,0.632539051277327,0.582949556702993,0.186762248352198,0.0195568760446747,0.192993694930252,0.0472535390040027,107.254942780554,44,38942
2e1faHyNph,Track_09,Farruko,Farruko_01,urbano latino,2016,208878,0,1,0,0.45293510137943,0.476258591231646,0.534985311117865,0.11596732466184,0.0165800900595065,0.239203329736995,0.0746976430694586,164.147275473418,20,98073
l8ckvgRABb,Track_10,Farruko,Farruko_01,urbano latino,2016,214908,0,8,0,0.803754693067414,0.84238448027586,0.567154562501341,0.135809682206091,0.0142164453701855,0.23183274930967,0.0432872601683117,94.9063408965467,22,29583
eCwW8azGn9,Track_11,Farruko,Farruko_01,urbano latino,2016,218178,0,2,1,0.859680418001393,0.722730198233175,0.736281155890513,0.178976340530909,0.00333541212443155,0.0845493728393453,0.0486101466981231,113.298125908969,55,248876
fGCKXOOHcF,Track_12,Farruko,Farruko_01,urbano latino,2016,237010,0,8,1,0.644660207257592,0.518874317483758,0.526852166701754,0.0590125113607116,0.0090620381746899,0.0250934005283863,0.0824012698713064,76.1101641101151,98,540511
abbm10oWC1,Track_01,Farruko,Farruko_02,urbano latino,2020,231904,0,7,0,0.746372349213298,0.763333823450426,0.345334244316651,0.131015814539519,0.0107343355346181,0.093652743176059,0.196798183138066,166.925286535707,74,100519
nmgfeWkRmD,Track_02,Farruko,Farruko_02,urbano latino,2020,211089,1,6,0,0.736373402404249,0.634800246913444,0.729732464989473,0.0849695660832415,0.0195599670369311,0.210174765410947,0.138805807525628,123.742521190407,61,199102
deB3BiBAOn,Track_03,Farruko,Farruko_02,urbano latino,2020,199099,1,3,0,0.879825459920321,0.859346604122694,0.647714284697257,0.0408508617178702,0.0177656096813414,0.0251760232425355,0.0675483143123914,96.0737559082684,84,982936
ZJI9nQQb1G,Track_04,Farruko,Farruko_02,urbano latino,2020,208695,1,7,0,0.563550646077405,0.526303297030073,0.219373945774959,0.134403726527048,0.0107327156627015,0.250364822581238,0.0743811949461462,165.507763103317,20,34294
yOugxfpL2W,Track_05,Farruko,Farruko_02,urbano latino,2020,184778,1,8,0,0.903611240948035,0.769222533976107,0.623453100263351,0.0691892576790608,0,0.021460150830922,0.00563528080839706,137.037383444892,37,64229
T3iGfXlNhq,Track_06,Farruko,Farruko_02,urbano latino,2020,203611,0,3,0,0.92901615503568,0.787619075248666,0.550623970354041,0.0690036750986498,0.00382768708560749,0.155962537956066,0.0282141183472195,110.456789202871,42,59958
1wTXNPXW4X,Track_07,Farruko,Farruko_02,urbano latino,2020,187246,0,5,1,0.887380589263817,0.838898065428986,0.699120237139307,0.00998993458597881,0.0185720053169021,0.101862408609333,0.082224215403828,134.421794990806,84,530832
QfjKFRGPe6,Track_08,Farruko,Farruko_02,urbano latino,2020,209410,1,11,0,0.781665061110288,0.94136955681713,0.474037086048925,0.0849221906050462,0.0134125889446738,0.121073374621419,0.0261363219145345,141.803136627437,64,139311
pIAPsDUzxV,Track_09,Farruko,Farruko_02,urbano latino,2020,211226,1,0,0,0.653744603799038,0.81966717068362,0.621061216816921,0.0733008622553768,0.0153607502422208,0.00707430793524627,0.12192163723908,100.164948145132,63,307416
zpsUZmeE7l,Track_10,Farruko,Farruko_02,urbano latino,2020,208681,0,4,1,0.731353761449119,0.683901319767754,0.669332525170858,0.11254850172972,0.00601998234757392,0.136252780595037,0.116995742036549,102.194339563402,98,734787
mSwJnNJAu5,Track_01,Farruko,Farruko_03,trap latino,2021,198492,1,1,1,0.691325276308998,0.47807663859278,0.570915440089971,0.218526547754846,0.0426425691254782,0.293760350670324,0.184578657844253,76.13008170771,52,161021
Wvad9SiLS9,Track_02,Farruko,Farruko_03,trap latino,2021,197473,1,11,1,0.499562751210751,0.470956169395587,0.613043172125978,0.0680481038574153,0.0340657847851429,0.353247893960239,0.142971813348343,82.9631730327188,20,47205
0XiQtrR8la,Track_03,Farruko,Farruko_03,trap latino,2021,168338,0,6,1,0.773176942425658,0.860601483779175,0.456440408867744,0.110825557772673,0.00959500619210083,0.124678812912184,0.11878701144206,156.585935308875,42,27744
Jv2IAwZG7G,Track_04,Farruko,Farruko_03,trap latino,2021,249876,1,0,1,0.499970844595856,0.506819567223755,0.624335822405545,0.0931128859716022,0.0286427457871782,0.242386308441332,0.140347200988324,72.3177317336445,98,1207774
gbcVpU6csC,Track_05,Farruko,Farruko_03,trap latino,2021,193684,1,8,1,0.80522947046353,0.810597530764509,0.693406033456568,0.104652662412637,0.00914323394677701,0.166113344159919,0.0849508118759765,155.419662065801,67,240694
Kn1sVti1ug,Track_06,Farruko,Farruko_03,trap latino,2021,234561,0,9,0,0.808538712984768,0.582097090012906,0.29742136950418,0.147414089764689,0.0465847165012832,0.099839705229018,0.160038871420069,158.988695863862,42,85886
MCjyhiUOzA,Track_07,Farruko,Farruko_03,trap latino,2021,225689,0,7,1,0.593577447867156,0.481275219710308,0.412063450467876,0.145186223201954,0.0655391464332634,0.135970858824694,0.100861719047264,74.931714770078,74,124912
SxLjEAVURN,Track_08,Farruko,Farruko_03,trap latino,2021,210361,0,4,0,0.784545481609471,0.672913658429567,0.695551213770904,0.184382537741337,0.00733309786498001,0.036304357970172,0.0600397814223064,100.112594733635,67,332115
AODLr4gtF2,Track_09,Farruko,Farruko_03,trap latino,2021,198359,1,5,1,0.635215106867187,0.73261154005506,0.286446617456538,0.141891071997299,0.0357916361717939,0.0926709230552574,0.0815066267859017,167.928531846808,90,888093
YMPuM2O8L4,Track_10,Farruko,Farruko_03,trap latino,2021,235580,1,6,0,0.555676069039822,0.631485766756822,0.333369362756346,0.248936288946898,0.00488977217695052,0.302764094338962,0.15506860101463,150.14588687154,62,266877
hc5ca9rTRE,Track_11,Farruko,Farruko_03,trap latino,2021,219215,0,4,1,0.629086787501017,0.626069738450217,0.384334972426378,0.21742088161205,0.0135065152436009,0.163055632587913,0.152930824506991,77.1675849920879,68,132368
Vr7atogZBg,Track_12,Farruko,Farruko_03,trap latino,2021,187475,1,5,1,0.920439605484175,0.724761467349284,0.263439000376342,0.192449353677774,0,0.113274788737372,0.132740419649324,161.824780147559,70,338785
e4qBDdGQ7i,Track_01,Feid,Feid_01,reggaeton-pop,2020,205801,1,6,1,0.653027094974113,0.85712542830877,0.57947078642144,0.143308072919175,0.00581512317248673,0.0683702956059074,0.0779094145081339,112.758240597718,48,193147
N8SLLR0cWD,Track_02,Feid,Feid_01,reggaeton-pop,2020,222762,0,11,1,0.863799031285193,0.768817602289937,0.881856909325398,0.0618369575682024,0,0.105826816352611,0.077843653332873,102.029521956352,54,64890
izO9wAUSa7,Track_03,Feid,Feid_01,reggaeton-pop,2020,207586,1,3,1,0.749929329222555,0.714746443192063,0.678726312353456,0.109775286919779,0.0188628397493824,0.0989726049461596,0.112390277450542,121.675762284519,20,17143
1IvcxigiCC,Track_04,Feid,Feid_01,reggaeton-pop,2020,208214,0,1,0,0.7210595043953,0.792758203610665,0.755155860216251,0.104662565212478,0.00205987322744142,0.200451815744691,0.0103981036102317,92.478980549314,94,543661
BeOR7Bc5ue,Track_05,Feid,Feid_01,reggaeton-pop,2020,188677,1,6,1,0.908484723893745,0.826287314333948,0.68729815933015,0.0381877693774308,0,0.0803252153052278,0.155301914309656,125.419488706449,80,292189
W5PzoC6pkt,Track_06,Feid,Feid_01,reggaeton-pop,2020,185454,0,10,0,0.752140781632523,0.830636084938437,0.792748855929874,0,0.0216872326218352,0.102262152081128,0.0384795439148697,95.2520924212438,69,291313
Qrts4tOpWX,Track_07,Feid,Feid_01,reggaeton-pop,2020,206724,0,1,1,0.744095031619296,0.896474429582436,0.846820615463081,0.112858787609226,0.0225080470483377,0.134503913617145,0.0697210772626519,109.420664087379,97,255878
kioggFDel5,Track_08,Feid,Feid_01,reggaeton-pop,2020,209206,1,7,1,0.854601761858942,0.744178020983133,0.423213546126687,0.114606362988728,0.00445599648552046,0.230514411527163,0.066246130994459,101.015908249881,98,567548
jKv6lCZFYz,Track_09,Feid,Feid_01,reggaeton-pop,2020,217719,1,8,0,0.753507300970538,0.739164234458943,0.605998559060783,0.0593327386765566,0.00542253330820744,0.0425650555847307,0,100.202588281844,93,520520
bh1aDkm5QT,Track_01,Feid,Feid_02,reggaeton-pop,2022,192493,0,8,1,0.620355887329594,0.746212461054945,0.734382575698677,0.16491306623613,0.0209134840256743,0.320615872482433,0.0185189354558598,99.7919696428,45,68757
JAp9SqpwNM,Track_02,Feid,Feid_02,reggaeton-pop,2022,216965,0,10,0,0.719094370384045,0.883860239154106,0.460169146626218,0.108643044205548,0.0140234316432248,0.241113020773575,0.0992716471160329,124.688189663665,68,376788
kiLZh4fgSO,Track_03,Feid,Feid_02,reggaeton-pop,2022,238652,0,7,1,0.819727587454735,0.715552490009675,0.749077934890832,0.00534673064410836,0.018368360941886,0.197881164772167,0.0752591495677644,108.527448173857,79,621513
u7ULewpqft,Track_04,Feid,Feid_02,reggaeton-pop,2022,168018,0,0,1,0.802929149200982,0.813693395996569,0.61502706794819,0.0238649383128585,0.0149172888075675,0.332322031507473,0.0906048635671974,105.483386435785,36,14422
O24Bro1ii6,Track_05,Feid,Feid_02,reggaeton-pop,2022,224572,0,10,0,0.798149135501372,0.597638128149882,1,0.173579426074602,0.0208451182102266,0.150139455805615,0.0251423193380734,114.892079903257,51,154269
6ZTdSv2WF4,Track_06,Feid,Feid_02,reggaeton-pop,2022,204578,0,8,0,0.693835313420287,0.513368713950595,0.614338204095918,0.227776873812331,0.0253591001168979,0.118561959754367,0.00671453804070245,108.87367567186,98,536585
6Z8pPHJvln,Track_07,Feid,Feid_02,reggaeton-pop,2022,226352,0,7,0,0.806882387697338,0.759827991943852,0.593862844595536,0.121642472978026,0,0.103008029790024,0.111010047994065,113.234309421553,84,595446
9GD2VF1cQy,Track_08,Feid,Feid_02,reggaeton-pop,2022,214367,1,10,0,0.808892377748775,0.629980907037306,0.352865033465898,0.0810611737221798,0.0410693191116307,0.120505833231726,0.0263432196200903,168.28506612768,20,18176
O3AYI03DDt,Track_09,Feid,Feid_02,reggaeton-pop,2022,211877,0,11,1,0.961377572999425,0.826649454512113,0.491883300248516,0.158182910486225,0.0182608965619467,0.210226998374189,0.064617317022762,102.131937908693,65,265570
LwJvEC0dY5,Track_10,Feid,Feid_02,reggaeton-pop,2022,227683,0,11,0,0.761200207930206,0.704118505101398,0.484089898922271,0.036980953283101,0.0138066522812883,0.0204485346539583,0.0673866420622687,108.358300470249,30,26728
6oO5W8enSc,Track_11,Feid,Feid_02,reggaeton-pop,2022,183164,0,4,0,0.821313590476024,0.778968052014383,0.662352699777174,0.0764466495960808,0.000173603355314907,0.164958541315141,0.118115663305024,120.726686483469,98,824054
HC90qnWX7W,Track_12,Feid,Feid_02,reggaeton-pop,2022,209330,0,9,0,0.842861909232817,0.633719374939283,0.665124357425678,0.0121704544476562,0.00890966802580135,0.0825304061885206,0.0580727654687064,105.947044492701,66,90332
hGVneCMMF8,Track_01,J Balvin,J_Balvin_01,reggaeton-pop,2018,208497,0,11,1,0.58997184092514,0.71684009285152,0.355989009960329,0.155088901186461,0.0195947996893901,0.0150296778957126,0.191405984857072,71.716196061317,47,37862
4lj496t3LG,Track_02,J Balvin,J_Balvin_01,reggaeton-pop,2018,192876,0,8,0,0.964493554585408,0.806519464569269,0.448539706920477,0.0471010203897238,0.0130722104284932,0,0.135167074307903,143.453896799931,58,137714
2ca5YvtakK,Track_03,J Balvin,J_Balvin_01,reggaeton-pop,2018,162343,1,1,1,0.890597379595968,0.892652085310826,0.58338087434597,0.0100551589062938,0.0177971744318124,0.139754417050135,0.0923077061994312,128.15546065114,55,103293
YWge3ZMb4V,Track_04,J Balvin,J_Balvin_01,reggaeton-pop,2018,226405,0,8,1,0.719940400219606,0.821658125384344,0.608350122559677,0.154236789930939,0.0215348553785706,0.135484637629784,0.0451710577574851,114.568842746211,71,257047
ie6SZPO4Mt,Track_05,J Balvin,J_Balvin_01,reggaeton-pop,2018,218083,0,0,0,0.841698995010352,0.845063219114634,0.581865558655691,0.0146900626297429,0.00579868153085005,0.181177232315576,0.0971497027353899,137.599110598817,70,117072
EH5n3HOtkB,Track_06,J Balvin,J_Balvin_01,reggaeton-pop,2018,248398,0,3,0,0.51002485050324,0.55094502736134,0.46477826236004,0.12168632518244,0.00625814004696683,0.128583988362796,0.17698904796817,75.2468160559436,32,34303
LJaSsVGkPw,Track_07,J Balvin,J_Balvin_01,reggaeton-pop,2018,223169,0,6,0,0.705722262625755,0.562758682792009,0.574818646902968,0.184256511870382,0.0146802908375054,0.123746393280228,0.0913612872005461,113.651015286187,60,99318
FnbSjSf22h,Track_08,J Balvin,J_Balvin_01,reggaeton-pop,2018,212762,0,1,0,0.78114151736513,0.905028132773366,0.74896361737724,0.112300201038265,0,0.0947677005465756,0.108008542234483,108.2719519181,23,67543
pkVwVGp6TW,Track_09,J Balvin,J_Balvin_01,reggaeton-pop,2018,240246,1,1,0,0.636971224575626,0.604755869563409,0.465183541621369,0.109584538538974,0,0.120458537384836,0.181104158434321,85.0433640141803,22,23964
CCj7ACNRRf,Track_10,J Balvin,J_Balvin_01,reggaeton-pop,2018,217589,0,9,1,0.743265930288917,0.857438489028718,0.645740576614931,0.161189650054985,0.0148268443207952,0.0992858857961798,0.0738039853101903,109.109782342503,59,114794
DhanURF75c,Track_11,J Balvin,J_Balvin_01,reggaeton-pop,2018,188906,0,3,0,0.791031270785448,1,0.657004703216396,0.155592345196883,0.0315875203633166,0.26255478204364,0.0614945568389799,141.475522480041,98,226358
ebLJxPTQic,Track_12,J Balvin,J_Balvin_01,reggaeton-pop,2018,212479,1,1,1,0.832677245272492,0.668771452161479,0.599380117569235,0.113049708066038,0.0110542485874843,0.135764177079501,0.0822082040722904,104.484240370333,29,44310
W6MXutU3QG,Track_13,J Balvin,J_Balvin_01,reggaeton-pop,2018,198528,1,10,1,0.679511537423159,0.854246283173142,0.817525951481805,0.12877979969783,0.0164003311985995,0.0493476555428557,0.0551646088382587,116.461828690218,20,20718
KoxzSJHmN3,Track_14,J Balvin,J_Balvin_01,reggaeton-pop,2018,193977,0,10,1,0.800113696992493,0.797533783164411,0.465991129835424,0.0677700464664929,0.024877622747987,0.0505307603249839,0.02322330765621,101.337376874823,57,224809
rBkVo2iiiw,Track_15,J Balvin,J_Balvin_01,reggaeton-pop,2018,235291,0,8,0,0.80787404106214,0.621067258705737,0.626811365288926,0.113179848212712,0.0199244744120435,0.320833773977911,0.0254057345521976,106.276802759697,54,213165
6AHV0Zm3j6,Track_01,J Balvin,J_Balvin_02,reggaeton,2020,210258,0,6,1,0.885558238305523,0.732385377851423,0.657269894219792,0.133128226434799,0.0144917511954777,0.238459306721881,0.108606184645302,127.616846021125,87,921966
ouV8IX1rjk,Track_02,J Balvin,J_Balvin_02,reggaeton,2020,230590,1,11,0,0.903562505407812,0.672528967113187,0.609829721389597,0.118121628600994,0.00690509643334427,0.0942563512831762,0.0979363153936492,100.755800935812,96,1137927
tHjmGxDXS5,Track_03,J Balvin,J_Balvin_02,reggaeton,2020,239939,0,4,0,0.641737545690287,0.606784430476828,0.503900243982359,0.168715719498525,0.00126729520616074,0.127390176507995,0.0904763283082624,123.847743101348,51,134103
TUfntMrtdA,Track_04,J Balvin,J_Balvin_02,reggaeton,2020,223300,0,7,1,0.863360643129531,0.764198996385498,0.548522558354198,0.0738079057083047,0.0210589824261719,0.156005227402625,0.0562170393908535,102.092190725676,45,63381
8JCR7mqn3e,Track_05,J Balvin,J_Balvin_02,reggaeton,2020,194944,1,0,0,0.793056306272194,0.825286273853194,0.579824333421071,0,0.017960437920768,0.242345639961016,0.16155210806663,145.755743684474,80,658380
9cZXnbeVku,Track_06,J Balvin,J_Balvin_02,reggaeton,2020,234262,1,4,1,0.68340032471899,0.786853871129473,0.744455989446304,0.102121895837444,0.0153827037819614,0.180380555532977,0.0851716116684721,101.701633810675,35,51407
MsE424TWuj,Track_07,J Balvin,J_Balvin_02,reggaeton,2020,200842,0,4,1,0.779686275284489,0.696180618652305,0.595251283269446,0.0521735293334918,0.0132347102521106,0.272484665223465,0.0725500060443098,134.529894864577,55,33075
Zxv5fZaTC3,Track_08,J Balvin,J_Balvin_02,reggaeton,2020,200071,1,3,0,0.925501916891332,0.768150387827163,0.87473712509469,0.139753186733639,0,0.105300784610582,0.0902517722082374,104.556531146538,80,738859
ZjAgrH9kGp,Track_09,J Balvin,J_Balvin_02,reggaeton,2020,203751,0,2,1,0.855779669116072,0.797413863326849,0.826462669268513,0.087435705169172,0,0.165950510227271,0.131169237385734,107.049744606275,61,552396
tiFUrAQcLf,Track_10,J Balvin,J_Balvin_02,reggaeton,2020,240788,0,7,0,0.816507361191584,0.813382268394745,0.505478304290489,0.116990863568999,0.0288608938461386,0.158223301432258,0.0524334695288374,104.46888863461,76,327543
MeoF434ShQ,Track_11,J Balvin,J_Balvin_02,reggaeton,2020,210148,0,11,1,0.802881106653732,0.813299332536587,0.634796612130946,0.0872372934223457,0.00761074006692301,0.187107768672445,0.0795309010500827,125.685857328774,98,899253
tGydngnsrT,Track_12,J Balvin,J_Balvin_02,reggaeton,2020,210454,0,8,1,0.689860582598398,0.611448304245777,0.729705768448571,0.148359468415117,0.0095329620334705,0.200224888074997,0.0771602629691509,120.741288871201,20,78118
ERQWYjTLvP,Track_13,J Balvin,J_Balvin_02,reggaeton,2020,202424,0,2,1,0.794226426391464,0.830265916832349,0.487419783481715,0.025199606017655,0.021488297620837,0.16101962144868,0.0329906024588421,105.028530082534,27,22790
tLvEs7rb4l,Track_14,J Balvin,J_Balvin_02,reggaeton,2020,182853,1,5,0,0.892882157379512,0.792740262482284,0.603439968605136,0.0612761232087617,0.0125494475864136,0.15835970608116,0.174206176234413,155.595474009455,67,291388
jB2iWvgIEk,Track_15,J Balvin,J_Balvin_02,reggaeton,2020,220827,0,8,0,0.784230990609555,0.841918556849584,0.359269091391357,0.0831483736521444,0.0112220281152372,0.212538268128019,0.0463693954953636,96.6145876370506,79,518159
rA7QWQ4q5J,Track_01,J Balvin,J_Balvin_03,reggaeton-pop,2022,193311,0,0,0,0.822774955329535,0.769069131241625,0.577743004880417,0.0593330188266337,0.00900397147289954,0.230418235091028,0.10669966318693,105.235355318139,49,106217
OhiWPOtjI3,Track_02,J Balvin,J_Balvin_03,reggaeton-pop,2022,212397,0,11,1,0.907422731299255,0.871652454694079,0.706471737206133,0.0617418441454387,0.00911952177417913,0.220315889414413,0.0223226622456048,146.967148625672,98,874873
ZUQNPek9qf,Track_03,J Balvin,J_Balvin_03,reggaeton-pop,2022,177253,1,9,0,0.81099514128905,0.912618628398774,0.498717122995763,0.0307761727718688,0.00432491810458914,0.169001033118233,0.143616246440845,145.710535537971,74,141133
dCjQjg7beD,Track_04,J Balvin,J_Balvin_03,reggaeton-pop,2022,204021,1,6,1,0.792557005969573,0.725272264754358,0.522651519333938,0.0544570715623045,0.000891544475216279,0.0658341703536839,0.0427811007968334,92.2470439555565,20,19074
H0kqRfRhdk,Track_05,J Balvin,J_Balvin_03,reggaeton-pop,2022,227427,0,8,0,0.821616527715072,0.607092919962832,0.592143425842274,0.134595655108299,0.00772416257641996,0.012268936855457,0.111818487956275,100.381813781674,71,458334
zyVaMbcY7K,Track_06,J Balvin,J_Balvin_03,reggaeton-pop,2022,193808,0,9,1,0.852567743760234,0.883389650631045,0.68584671988241,0.0998014073124912,0,0.211437419574545,0.0383764093296894,93.3736826819392,76,400557
7TQNfKik8Y,Track_07,J Balvin,J_Balvin_03,reggaeton-pop,2022,232807,0,4,1,0.734858312822106,0.524984499178319,0.667063814584834,0.146918621044077,0.0212984187317326,0.210429183931095,0.148688522174165,102.636198019646,48,82879
mB7SQ4gE3f,Track_08,J Balvin,J_Balvin_03,reggaeton-pop,2022,202676,1,1,1,0.737756176494587,0.862572285688537,0.482943755111993,0.205878292366764,0.013412916278268,0.150983031853642,0.0887614503198803,107.250233251657,45,45842
ynIlEfMj1y,Track_09,J Balvin,J_Balvin_03,reggaeton-pop,2022,227032,1,7,0,0.72289745558982,0.700531476794704,0.55019300328612,0.203176641529094,0.00281738186935136,0.072173021430028,0.099095008940127,114.345996674975,37,79094
mFVe9yX4uX,Track_10,J Balvin,J_Balvin_03,reggaeton-pop,2022,227483,1,11,1,0.717380533753076,0.572339001503972,0.759813074679413,0.0559905716828249,0.0102600999920346,0.137890047352125,0.0369469825383164,103.906921523872,24,20980
3XIKW4rdcW,Track_11,J Balvin,J_Balvin_03,reggaeton-pop,2022,198659,0,9,1,0.955878635256324,0.687794695655238,0.601968403607699,0.172901847740439,0.0052923835894416,0.169616211090909,0.0518365377166259,112.507417357983,36,42251
N5U9SZypdJ,Track_12,J Balvin,J_Balvin_03,reggaeton-pop,2022,195932,0,9,1,0.821725363770814,0.834368638519908,0.466134026702567,0.186139440559713,0.0187514499158674,0.17471870790577,0.139636478884651,104.884400389568,79,104616
NgT8kMjbaY,Track_13,J Balvin,J_Balvin_03,reggaeton-pop,2022,225836,0,7,0,0.719283059118403,0.659900111574045,0.85842221932769,0.0914179039724662,0.00998801262092183,0.148838911485242,0.0194492632605511,97.8126024390327,47,217820
12dXpyzD9x,Track_14,J Balvin,J_Balvin_03,reggaeton-pop,2022,206672,0,11,0,0.691405198948058,0.710751714467295,0.553213764084498,0.143335134836855,0.00343006796339158,0.225322322128656,0.0967087183949135,87.2752346765506,63,232844
SityzVft3u,Track_15,J Balvin,J_Balvin_03,reggaeton-pop,2022,185695,0,5,0,0.956314890345519,0.850552204627699,0.635506147560747,0.0594824776672331,0.0054106287932574,0.16622333096515,0.0254904675423139,151.081759436631,35,76594
PI2YANDkLP,Track_01,J Balvin,J_Balvin_04,reggaeton-pop,2023,253946,0,11,1,0.555444408852493,0.628456412434383,0.392312466809743,0.11230216749756,0.0274756878725493,0.276455386568847,0.164680890717137,156.900069955519,20,28127
IyKUrOqWHQ,Track_02,J Balvin,J_Balvin_04,reggaeton-pop,2023,182747,1,7,1,0.900928301583863,0.817647233056413,0.600987145234555,0.0434625909518668,0.0104189148882934,0.173977318208473,0.160835451216915,158.500129516876,52,50644
cAsMdiVFuZ,Track_03,J Balvin,J_Balvin_04,reggaeton-pop,2023,193321,1,3,1,0.576464157711615,0.584011511583959,0.514761258493965,0.0640273763397289,0.000351813008024181,0.138137260672004,0.14395493655571,112.018912055725,73,171595
JHHrfOAmRB,Track_04,J Balvin,J_Balvin_04,reggaeton-pop,2023,211248,0,9,0,0.851759062373482,0.698875112069574,0.755800165006508,0.123789827262987,0.0131753256271926,0.354950501704507,0.0643561499923477,96.523073913359,98,496253
v1zRYzY31F,Track_05,J Balvin,J_Balvin_04,reggaeton-pop,2023,180349,0,2,0,0.960852630165633,0.869147527044778,0.606297792120256,0.00494747330951405,0,0.297516755472514,0.0925329841432014,98.1203310163896,76,310928
kW8zSVfg6k,Track_06,J Balvin,J_Balvin_04,reggaeton-pop,2023,187815,1,6,0,0.771090550915218,0.884787845607081,0.661091757805978,0.0761162283015236,0.0138702419968613,0.176615787531059,0.113175488166277,104.323429592305,37,21242
xYfJvXGODE,Track_07,J Balvin,J_Balvin_04,reggaeton-pop,2023,200587,1,4,1,0.836326370254168,0.745566256254663,0.397084086158162,0.0985005314806149,0.000318629747486919,0.212671583980724,0.0456104602868329,117.761920296983,72,126992
y3YfewwkVf,Track_08,J Balvin,J_Balvin_04,reggaeton-pop,2023,212111,1,8,1,0.777557024519141,0.779704598656467,0.843066907105578,0.0869253047759269,0.0149692629470874,0.17256178144361,0.041686362489322,112.86626317486,50,102627
dQkJ6HRCED,Track_09,J Balvin,J_Balvin_04,reggaeton-pop,2023,221882,0,0,0,0.76183530923472,0.649814450322827,0.678383237146347,0.0376445541564446,0.00647685023362342,0.180561630134601,0.101443804079406,129.874245689159,57,103369
xIM0ixTOgd,Track_10,J Balvin,J_Balvin_04,reggaeton-pop,2023,197907,1,5,1,0.881912717835981,0.826956647555005,0.380499946448,0.0390886048911772,0.0108605877375596,0.0367186894270462,0.0965497859674259,91.874849448857,48,123399
bXh5JeVHBO,Track_11,J Balvin,J_Balvin_04,reggaeton-pop,2023,193326,0,10,0,0.790310937836291,0.750952158049224,0.49547505785356,0.0203638070941285,0.0282026497878269,0.203778956874189,0.045461639392327,103.619166708892,60,116967
J6owc0UqMC,Track_12,J Balvin,J_Balvin_04,reggaeton-pop,2023,213964,0,11,1,0.630860379124353,0.711251425141033,0.657191683025969,0.111986426115837,0,0.19465932890084,0.0809387011676577,106.833944570855,63,161332
9RsoTdYtwN,Track_13,J Balvin,J_Balvin_04,reggaeton-pop,2023,183320,0,5,1,0.550496123409776,0.540184285054567,0.135156243524729,0.0737753299510915,0.0381528452004586,0.130025307558212,0.191524805776229,81.9775480266195,36,61779
QipJ2mlBuP,Track_14,J Balvin,J_Balvin_04,reggaeton-pop,2023,224313,0,3,1,1,0.668553076616974,0.554682956797725,0,0,0.136916329485593,0.0704043182023907,100.971259477725,59,77988
HKMCP8VWPt,Track_01,Karol G,Karol_G_01,reggaeton-pop,2015,229069,0,11,0,0.859396065651137,0.729187868481601,0.542055613589333,0.10239144031669,0.00526483659824177,0.100534125857255,0.0268986118719065,110.19323515952,69,548540
9sV7NxYgIs,Track_02,Karol G,Karol_G_01,reggaeton-pop,2015,208939,0,0,1,1,0.703694935462717,0.429625402767281,0.0235313274887059,0.017605578343827,0.0637371538904555,0.0471334186301282,99.4932083114465,53,87690
euyyTFtFRj,Track_03,Karol G,Karol_G_01,reggaeton-pop,2015,229079,0,2,0,0.736898300246098,0.545256987577664,0.880942814701981,0.11650021778336,0.0127673481338845,0.0918778064148407,0.066499937063382,103.866188709084,78,630388
MS3A6Sxlz5,Track_04,Karol G,Karol_G_01,reggaeton-pop,2015,210785,0,3,0,0.752308007485999,0.634500388724655,0.649426593408715,0.0239397599385487,0.0110614379666405,0.0358364383264755,0.000142716832197493,108.384987094055,49,143347
LBNS6dn2WK,Track_05,Karol G,Karol_G_01,reggaeton-pop,2015,227702,1,7,0,1,0.657137113258805,0.735337306775707,0.00919641167479987,0,0.148755363052187,0.0839448883323536,128.681996653965,98,1147024
Mr5VpGYtgO,Track_06,Karol G,Karol_G_01,reggaeton-pop,2015,199998,0,8,1,0.761237107900501,0.794790721810375,0.383638893683497,0.0994591386196837,0,0.129960509220316,0.0906723403507832,89.3493908110307,55,46618
VWr8R2fDdW,Track_07,Karol G,Karol_G_01,reggaeton-pop,2015,200474,0,8,1,0.719907001373632,0.573895847650228,0.744975507814368,0.0709515804324471,0.00596270280724814,0.097502108202598,0.0753483939896258,117.879491181734,86,176732
