cliente_id,edad,genero,ciudad,departamento,ocupacion,ingreso_declarado,kyc_nivel,canal_adquisicion,antiguedad_meses,recencia_dias,frecuencia_tx,monto_total,monto_promedio,ticket_mediano,pct_tx_internacional,num_categorias_mcc,canal_preferido,gasto_promedio_mensual,saldo_promedio_ult3m,num_sesiones_ult30d,duracion_sesion_promedio,os_principal,num_tickets,csat_promedio,tiene_credito,score_buro,abandono,gasto_proximo_trim
3001123,38,F,Lima,Lima,independiente,4085800,nivel_2,ads_meta,28,6,29,1006800,34717,24400,0,8,app_qr,59247,1835800,7,49.6,iOS,0,,1,634,0,127400
3001124,39,M,Cali,Valle del Cauca,empleado,2142800,nivel_3,referido,24,16,14,321800,22986,18950,0,6,app_qr,17440,807800,2,43.1,Android,1,4.1,0,,1,92100
3001125,18,M,Bogota,Bogota DC,pensionado,811900,nivel_2,organico,23,6,12,198300,16525,11050,0.083,5,tarjeta,12920,206800,2,67,Android,0,,0,,0,72900
3001126,32,M,Bucaramanga,Santander,empleado,2663000,nivel_2,ads_meta,19,14,7,231900,33129,26100,0,3,tarjeta,14260,410800,1,63.6,Android,0,,0,,0,97600
3001127,36,M,Medellin,Antioquia,independiente,1498800,nivel_3,referido,48,120,4,51300,12825,14150,0,1,app_qr,313,261100,0,,Android,1,5,0,,0,21700
3001128,37,F,Cali,Valle del Cauca,independiente,1724100,nivel_3,ads_meta,31,47,7,205800,29400,22100,0,3,app_qr,13720,460600,0,,Android,0,,0,,0,52000
3001129,37,M,Medellin,Antioquia,independiente,2560500,nivel_3,referido,2,19,6,196500,32750,29700,0,1,app_qr,61100,931300,2,62.1,Android,0,,0,,0,101900
3001130,33,F,Cali,Valle del Cauca,empleado,1959100,nivel_2,ads_meta,24,10,19,700900,36889,26100,0,5,tarjeta,38733,423200,6,26.8,Android,0,,0,,1,59000
3001131,40,F,Bucaramanga,Santander,estudiante,763700,nivel_2,ads_google,11,22,4,44000,11000,9400,0,2,app_qr,4000,289400,1,43.3,Android,0,,0,,1,5600
3001132,33,M,Barranquilla,Atlantico,independiente,1010800,nivel_3,ads_google,10,6,71,1441200,20299,13300,0.014,10,app_qr,118330,255800,16,66,Android,0,,0,,0,517200
3001133,29,M,Medellin,Antioquia,empleado,1673800,nivel_1,referido,8,8,14,269300,19236,15000,0,4,tarjeta,18312,388800,5,27.2,Android,1,3.7,0,,0,47600
3001134,32,M,Bogota,Bogota DC,empleado,2138700,nivel_2,ads_google,49,53,20,604000,30200,27600,0,7,app_qr,36053,988400,1,33,iOS,1,4.1,1,598,0,239800
3001135,18,F,Cartagena,Bolivar,independiente,3169400,nivel_2,organico,14,6,34,1376800,40494,25700,0,9,app_qr,67964,1478900,14,69.4,Android,0,,0,,0,360800
3001136,50,F,Bogota,Bogota DC,estudiante,1441100,nivel_1,ads_meta,36,39,19,463200,24379,13500,0,6,app_qr,29180,601700,6,32.5,Android,0,,0,,0,154200
3001137,32,F,Cali,Valle del Cauca,empleado,1948100,nivel_1,influencer,4,56,9,486000,54000,23300,0,2,app_qr,65175,895800,1,42.1,Android,0,,1,557,0,137000
3001138,30,M,Medellin,Antioquia,empleado,2257500,nivel_2,ads_meta,48,3,10,442200,44220,23600,0,5,app_qr,27267,1003300,1,50.6,iOS,1,3.7,1,523,0,270400
3001139,33,F,Cali,Valle del Cauca,estudiante,1173700,nivel_1,influencer,32,86,11,184700,16791,18600,0,5,app_qr,11193,303100,2,116.3,iOS,0,,0,,1,30200
3001140,42,F,Medellin,Antioquia,empleado,2110100,nivel_1,ads_google,12,1,54,1583500,29324,25200,0,10,app_qr,89775,944100,15,15.5,Android,0,,1,551,0,1464800
3001141,18,M,Quito,Pichincha,independiente,2005300,nivel_2,ads_google,32,3,54,1336500,24750,20850,0.037,8,tarjeta,72160,726700,14,148.7,Android,1,4.2,0,,0,302300
3001142,34,F,Barranquilla,Atlantico,estudiante,672400,nivel_2,referido,32,16,31,368600,11890,8600,0.032,9,app_qr,19000,116100,6,24.9,Android,0,,1,493,0,86700
3001143,20,F,Bogota,Bogota DC,independiente,940700,nivel_1,ads_meta,30,6,18,260700,14483,10200,0,4,app_qr,14607,371200,3,78.7,Android,0,,1,471,0,162200
3001144,35,M,Bucaramanga,Santander,empleado,1605300,nivel_1,ads_meta,5,1,137,3159800,23064,19100,0.015,10,app_qr,526080,538300,28,99.5,iOS,0,,1,585,0,1127800
3001145,19,M,Pereira,Risaralda,independiente,2512600,nivel_1,organico,8,13,52,1668000,32077,22350,0,8,app_qr,135400,1253100,16,76.1,iOS,0,,0,,1,133200
3001146,31,M,Cartagena,Bolivar,independiente,746000,nivel_1,organico,12,6,41,635500,15500,12600,0.024,9,app_qr,44042,377900,9,37.3,Android,0,,1,458,0,190100
3001147,25,F,Lima,Lima,empleado,1812000,nivel_2,organico,15,13,41,1258000,30683,19900,0,8,app_qr,58973,943700,8,49.5,iOS,0,,0,,0,192300
3001148,38,M,Pereira,Risaralda,estudiante,330200,nivel_1,influencer,4,1,28,251400,8979,7650,0,8,app_qr,35550,85700,8,106,Android,0,,0,,0,70500
3001149,27,F,Manizales,Caldas,estudiante,658400,nivel_1,organico,25,6,22,316500,14386,11300,0,7,tarjeta,13327,335900,3,40.4,Android,0,,0,,0,36300
3001150,30,F,Medellin,Antioquia,independiente,2967800,nivel_2,organico,14,28,25,946700,37868,24900,0.04,8,app_qr,51400,1208800,2,31.4,iOS,1,3.1,0,,0,117000
3001151,20,F,Barranquilla,Atlantico,independiente,1131400,nivel_1,ads_google,19,16,24,572100,23838,13250,0.042,9,app_qr,23340,340900,9,37.3,iOS,0,,0,,0,127500
3001152,31,F,Bogota,Bogota DC,empleado,2705800,nivel_2,ads_google,17,7,52,1593500,30644,24500,0.038,9,app_qr,86720,1363800,19,93.8,iOS,0,,0,,0,1696000
3001153,43,M,Cali,Valle del Cauca,empleado,1568000,nivel_2,ads_meta,9,17,5,57700,11540,11400,0,4,link,4478,682600,0,,Android,0,,0,,0,11000
3001154,26,M,Bogota,Bogota DC,independiente,1782100,nivel_2,organico,39,5,27,788600,29207,21500,0.037,9,app_qr,37747,894200,5,57.1,Android,0,,1,556,0,136100
3001155,30,F,Cali,Valle del Cauca,empleado,867100,nivel_1,ads_meta,46,13,28,392000,14000,11300,0.143,8,app_qr,20807,243300,6,47.1,Android,0,,1,469,0,134000
3001156,26,F,Bucaramanga,Santander,empleado,2199700,nivel_2,organico,19,99,15,336000,22400,21400,0,1,app_qr,18287,1190000,5,80.1,iOS,1,3.7,0,,0,47600
3001157,46,M,Cartagena,Bolivar,independiente,1108700,nivel_2,ads_meta,45,8,11,270800,24618,19600,0.091,2,app_qr,5093,585800,4,21.5,Android,0,,1,468,1,13500
3001158,36,F,Bogota,Bogota DC,independiente,2268100,nivel_2,ads_google,37,74,7,278800,39829,34500,0,4,tarjeta,13120,457300,4,73.8,Android,0,,0,,0,17300
3001159,24,M,Bucaramanga,Santander,empleado,4870500,nivel_2,ads_meta,45,4,52,2602000,50038,36000,0,10,app_qr,154373,1713900,16,67,Android,1,4,0,,0,462600
3001160,34,M,Bogota,Bogota DC,empleado,1130900,nivel_1,ads_meta,28,2,28,463300,16546,15700,0,9,app_qr,25107,605400,11,69.5,iOS,1,4,0,,0,119800
3001161,21,F,Medellin,Antioquia,empleado,1365100,nivel_3,organico,7,4,47,1080900,22998,16800,0,7,app_qr,130171,583200,10,51.5,Android,0,,1,458,0,838900
3001162,42,F,Lima,Lima,empleado,1330500,nivel_2,ads_meta,17,11,8,262900,32862,13850,0.25,4,app_qr,12620,237600,0,,Android,0,,0,,0,52800
3001163,50,M,Pereira,Risaralda,estudiante,1042500,nivel_2,ads_meta,1,7,5,165300,33060,32800,0.2,0,tarjeta,37600,469900,0,,iOS,0,,0,,0,46400
3001164,23,F,Quito,Pichincha,pensionado,3357700,nivel_1,organico,1,1,22,636800,28945,26000,0.091,7,app_qr,554400,812600,7,40.1,Android,0,,1,624,0,2829500
3001165,26,M,Bucaramanga,Santander,independiente,1352600,nivel_1,referido,30,3,11,345100,31373,21900,0,6,app_qr,15727,450700,2,76.5,Android,0,,1,496,0,69100
3001166,19,F,Barranquilla,Atlantico,independiente,1240100,nivel_2,ads_meta,43,18,23,553800,24078,17500,0,6,tarjeta,30200,530200,2,63.9,iOS,1,4.3,0,,0,57100
3001167,29,F,Cartagena,Bolivar,independiente,1165400,nivel_1,ads_meta,40,369,1,14400,14400,14400,0,1,tarjeta,960,259200,0,,iOS,0,,0,,1,4400
3001168,40,M,Medellin,Antioquia,independiente,1672200,nivel_1,influencer,50,84,20,474600,23730,15950,0.05,6,tarjeta,25340,483500,9,48.2,iOS,1,3.8,0,,0,94800
3001169,28,M,Quito,Pichincha,empleado,2515300,nivel_1,referido,10,20,28,990400,35371,27200,0,7,tarjeta,77880,677900,7,44.7,iOS,1,4.4,1,664,0,503000
3001170,18,F,Barranquilla,Atlantico,independiente,792100,nivel_1,organico,46,39,6,103800,17300,13550,0,4,app_qr,4253,249000,1,34.5,Android,1,4,0,,0,16200
3001171,25,F,Cali,Valle del Cauca,empleado,4199800,nivel_2,ads_google,47,1,13,543800,41831,38900,0,5,tarjeta,33020,1875100,7,33.7,Android,0,,1,637,0,87700
3001172,18,F,Cali,Valle del Cauca,pensionado,1693500,nivel_2,ads_google,6,11,51,1250900,24527,22600,0.02,9,app_qr,130983,483300,19,43.7,Android,2,4.2,0,,0,558800
3001173,35,F,Medellin,Antioquia,estudiante,449100,nivel_1,ads_meta,37,2,35,331000,9457,8500,0,9,app_qr,19213,171300,4,32.8,iOS,1,4.1,0,,0,68600
3001174,23,F,Barranquilla,Atlantico,empleado,3128200,nivel_3,ads_google,13,1,53,1649800,31128,23500,0.019,8,app_qr,103208,1612700,10,32.1,Android,0,,1,613,0,784600
3001175,18,M,Barranquilla,Atlantico,estudiante,1126100,nivel_1,referido,3,16,32,750000,23438,17050,0.031,6,app_qr,197767,190100,7,74.9,Android,0,,1,533,0,1758500
3001176,41,M,Bogota,Bogota DC,empleado,4140900,nivel_1,referido,2,7,37,1401000,37865,30000,0,8,app_qr,552450,678400,10,29.8,Android,0,,0,,0,1006900
3001177,27,M,Medellin,Antioquia,independiente,2502500,nivel_1,organico,42,58,10,161500,16150,12450,0,6,app_qr,8820,1158000,3,55.7,Android,0,,0,,0,78400
3001178,36,F,Cali,Valle del Cauca,empleado,3481400,nivel_1,ads_meta,11,2,20,864600,43230,32500,0,7,app_qr,54318,754000,5,90.1,Android,0,,0,,0,87100
3001179,38,F,Bogota,Bogota DC,independiente,1933500,nivel_3,referido,36,4,15,366700,24447,25800,0,6,app_qr,20347,908600,6,98.3,Android,1,4.8,0,,0,40900
3001180,43,F,Medellin,Antioquia,independiente,1493300,nivel_2,ads_meta,35,3,73,1792800,24559,20400,0.041,9,app_qr,88140,732100,18,47.3,iOS,1,4.2,0,,0,754500
3001181,43,M,Medellin,Antioquia,empleado,2839400,nivel_2,ads_google,47,16,41,1418900,34607,31900,0,9,app_qr,80887,670000,9,35.8,iOS,3,3.9,0,,0,1203800
3001182,29,F,Cali,Valle del Cauca,empleado,2385500,nivel_2,referido,16,34,33,866600,26261,22900,0.03,8,app_qr,40807,720100,4,23.3,Android,0,,0,,0,161100
3001183,18,M,Cali,Valle del Cauca,empleado,1258600,nivel_2,referido,17,25,12,322500,26875,13500,0,3,app_qr,18567,373700,5,47.2,Android,1,4.7,0,,0,49500
3001184,26,M,Bogota,Bogota DC,independiente,2160000,nivel_3,ads_meta,3,4,15,432600,28840,21300,0,4,tarjeta,124567,610300,1,38.2,iOS,0,,1,577,0,610700
3001185,24,F,Pereira,Risaralda,empleado,1185300,nivel_1,organico,40,238,1,87600,87600,87600,0,0,tarjeta,5840,281900,0,,Android,1,3.8,1,534,1,1800
3001186,21,M,Medellin,Antioquia,empleado,3433700,nivel_1,organico,6,45,4,210900,52725,52750,0,3,tarjeta,35150,1514700,1,89.9,Android,1,4.8,0,,0,78800
3001187,27,M,Barranquilla,Atlantico,empleado,739900,nivel_2,ads_meta,24,16,18,237700,13206,11300,0,4,app_qr,11753,394500,5,35.6,Android,1,5,1,420,0,36700
3001188,33,F,Cali,Valle del Cauca,empleado,1565500,nivel_1,organico,29,11,3,112500,37500,19000,0,2,tarjeta,7500,449700,0,,Android,0,,1,558,0,10800
3001189,31,M,Bogota,Bogota DC,independiente,1984700,nivel_2,referido,6,105,4,168000,42000,30850,0,3,tarjeta,21467,372700,1,30.2,Android,1,2.5,1,486,0,14100
3001190,18,F,Cali,Valle del Cauca,independiente,1041600,nivel_1,influencer,12,7,32,734200,22944,13950,0,9,tarjeta,45608,311000,7,36.1,Android,0,,1,539,1,156700
3001191,37,F,Medellin,Antioquia,empleado,1373000,nivel_2,referido,2,7,26,401000,15423,15400,0,5,app_qr,126300,280100,8,83.4,Android,1,3.9,1,581,0,222400
3001192,32,M,Barranquilla,Atlantico,empleado,1784500,nivel_2,ads_google,35,50,2,23500,11750,11750,0,2,app_qr,1567,637000,1,32.6,Android,0,,1,522,0,8800
3001193,44,M,Bogota,Bogota DC,pensionado,746900,nivel_1,organico,10,30,9,121200,13467,10200,0,6,tarjeta,9130,277100,1,53.7,Android,0,,1,435,0,41000
3001194,24,F,Bogota,Bogota DC,estudiante,383800,nivel_1,referido,41,118,6,103600,17267,13900,0,2,tarjeta,6733,123100,1,62.6,Android,0,,0,,0,19400
3001195,34,M,Medellin,Antioquia,independiente,823300,nivel_1,ads_google,22,200,1,58100,58100,58100,0,0,tarjeta,0,237000,2,35.6,Android,0,,1,564,1,13100
3001196,32,Otro,Medellin,Antioquia,independiente,4142900,nivel_2,referido,19,20,23,895600,38939,32000,0.087,7,app_qr,44587,1542900,11,59.7,Android,1,3.9,0,,0,363100
3001197,25,F,Bogota,Bogota DC,empleado,1178700,nivel_2,organico,18,84,3,53300,17767,16400,0,2,tarjeta,2060,370800,2,129.3,iOS,0,,0,,0,10800
3001198,19,F,Pereira,Risaralda,empleado,2933300,nivel_2,referido,30,71,13,395500,30423,22000,0,5,app_qr,23620,547900,0,,Android,0,,1,649,1,39200
3001199,37,Otro,Bogota,Bogota DC,estudiante,752300,nivel_2,ads_meta,38,303,2,14500,7250,7250,0,2,app_qr,967,288400,2,39.6,Android,0,,1,429,1,2000
3001200,33,M,Cali,Valle del Cauca,empleado,937900,nivel_2,ads_meta,35,6,93,1514600,16286,11200,0.043,9,app_qr,84200,258000,23,57.7,iOS,0,,0,,0,450400
3001201,38,M,Pereira,Risaralda,independiente,2351700,nivel_2,ads_meta,48,8,78,1951300,25017,20200,0.026,10,app_qr,105413,1191700,21,58.3,Android,1,3.6,0,,0,606900
3001202,36,F,Medellin,Antioquia,independiente,755200,nivel_3,ads_google,32,15,87,1469500,16891,12900,0.034,10,app_qr,55980,378500,25,64.9,Android,0,,0,,0,463900
3001203,30,F,Medellin,Antioquia,estudiante,519700,nivel_2,organico,47,13,19,232000,12211,9900,0,6,app_qr,12340,93500,4,82,iOS,0,,0,,0,20800
3001204,60,M,Bogota,Bogota DC,independiente,2124400,nivel_2,ads_google,37,8,17,377900,22229,18100,0,6,app_qr,15247,635300,5,78,Android,0,,0,,0,28800
3001205,35,M,Cali,Valle del Cauca,estudiante,384800,nivel_3,ads_google,31,1,18,163900,9106,7150,0,5,tarjeta,8067,81000,8,196.7,Android,0,,1,528,1,20200
3001206,38,F,Cartagena,Bolivar,empleado,1800100,nivel_3,referido,6,12,54,1651000,30574,21950,0.019,8,app_qr,204333,333500,14,86.3,Android,1,3.7,0,,0,1493400
3001207,31,F,Bucaramanga,Santander,estudiante,647400,nivel_3,organico,21,20,16,216400,13525,12650,0,7,tarjeta,11207,250200,1,28.5,iOS,0,,0,,0,36200
3001208,38,F,Bucaramanga,Santander,empleado,1456100,nivel_2,referido,39,27,5,124900,24980,20200,0,3,app_qr,8327,338800,2,40,Android,0,,0,,0,17900
3001209,34,M,Medellin,Antioquia,independiente,1315500,nivel_1,organico,38,1,47,946700,20143,13300,0,8,app_qr,42307,271400,13,54.8,Android,0,,0,,0,381700
3001210,19,F,Bogota,Bogota DC,independiente,1098100,nivel_2,ads_meta,18,19,44,812400,18464,14300,0,8,app_qr,41820,598800,12,70.6,Android,2,5,1,506,0,366500
3001211,34,F,Medellin,Antioquia,empleado,1104200,nivel_1,referido,11,2,65,1381300,21251,17500,0,10,app_qr,100527,291100,14,19.5,iOS,1,3.2,1,543,0,866000
3001212,37,M,Cali,Valle del Cauca,empleado,1903700,nivel_2,ads_google,45,60,19,481400,25337,20100,0,6,app_qr,23060,330600,1,153.1,Android,2,4.4,1,528,0,143700
3001213,32,F,Bogota,Bogota DC,empleado,3183500,nivel_1,ads_meta,11,30,10,628300,62830,28150,0,4,pse,38691,1234400,0,,Android,0,,1,586,1,206900
3001214,39,F,Medellin,Antioquia,independiente,633400,nivel_2,ads_google,16,6,22,235500,10705,8200,0,9,app_qr,14947,109000,1,58,Android,0,,1,559,0,28300
3001215,21,M,Medellin,Antioquia,empleado,1776900,nivel_2,organico,25,7,12,331400,27617,23050,0.083,4,tarjeta,15400,751100,4,44.3,Android,0,,0,,0,112800
3001216,35,F,Bogota,Bogota DC,empleado,2853800,nivel_2,ads_google,19,76,26,580800,22338,20850,0,6,app_qr,27267,546300,5,42.9,iOS,0,,0,,0,23800
3001217,33,F,Bogota,Bogota DC,independiente,1441100,nivel_2,organico,8,3,11,361900,32900,11900,0,4,pse,35925,559100,2,34.6,Android,0,,1,635,0,200400
3001218,18,M,Cucuta,Norte de Santander,empleado,1646400,nivel_2,ads_meta,10,7,24,601700,25071,21050,0,7,app_qr,39550,456500,6,9.7,iOS,0,,1,522,0,197600
3001219,31,F,Cartagena,Bolivar,independiente,1653500,nivel_1,organico,14,1,26,808700,31104,20900,0.038,8,app_qr,40300,563000,7,50.3,Android,0,,0,,0,253200
3001220,49,M,Bogota,Bogota DC,empleado,2957300,nivel_1,referido,12,33,6,188200,31367,33700,0,2,app_qr,7142,924000,1,28.5,iOS,1,3.4,1,564,0,16300
3001221,42,Otro,Bucaramanga,Santander,pensionado,3279500,nivel_1,ads_meta,5,5,66,2800900,42438,34750,0.015,10,app_qr,466600,1180500,9,67.1,Android,1,3.1,0,,0,3754900
3001222,34,M,Medellin,Antioquia,empleado,1273100,nivel_1,ads_meta,39,53,7,156500,22357,20200,0,1,app_qr,9460,567500,4,58.8,Android,0,,0,,1,8200
3001223,40,M,Bogota,Bogota DC,pensionado,1177800,nivel_1,ads_google,2,3,2,46000,23000,23000,0,0,app_qr,23000,340500,1,42.5,Android,0,,0,,0,24400
3001224,27,M,Bogota,Bogota DC,estudiante,562900,nivel_2,ads_meta,46,4,2,12400,6200,6200,0,2,app_qr,827,256800,2,42.2,iOS,0,,0,,0,28800
3001225,25,M,Manizales,Caldas,estudiante,1013400,nivel_1,referido,44,446,1,63800,63800,63800,0,0,pse,4253,218200,1,27,Android,0,,0,,1,1400
3001226,19,M,Medellin,Antioquia,empleado,1066300,nivel_2,ads_meta,17,226,2,52600,26300,26300,0,1,app_qr,2900,380900,1,24.2,iOS,0,,0,,1,6300
3001227,27,F,Medellin,Antioquia,estudiante,739300,nivel_1,referido,12,9,9,97700,10856,6000,0.111,3,app_qr,7383,269100,1,23.8,Android,1,5,1,509,0,27600
3001228,25,F,Manizales,Caldas,empleado,1329600,nivel_1,referido,50,6,16,376000,23500,14800,0.062,6,tarjeta,23633,667500,4,74.6,iOS,0,,0,,1,62800
3001229,39,M,Medellin,Antioquia,independiente,1081400,nivel_2,ads_google,34,24,34,656800,19318,14300,0,5,app_qr,26927,504200,5,37.1,iOS,1,4.2,0,,0,103500
3001230,38,M,Medellin,Antioquia,empleado,2012200,nivel_2,ads_google,18,15,9,329800,36644,28000,0,4,app_qr,13147,1008100,0,,iOS,1,4.8,0,,0,12600
3001231,43,M,Bogota,Bogota DC,empleado,1339200,nivel_2,ads_meta,16,1,84,1861500,22161,15500,0.012,10,app_qr,92853,717800,24,26.5,Android,1,3.9,0,,0,997500
3001232,29,M,Ibague,Tolima,independiente,1500600,nivel_2,organico,32,6,13,370900,28531,24800,0.077,4,app_qr,19833,374900,2,54.3,iOS,0,,0,,0,51000
3001233,63,M,Cali,Valle del Cauca,independiente,3312300,nivel_2,ads_google,28,40,10,241700,24170,21700,0.1,5,app_qr,7540,603800,2,45.2,Android,0,,0,,0,5900
3001234,41,M,Cali,Valle del Cauca,empleado,3073700,nivel_3,ads_google,17,6,84,2679300,31896,26450,0.012,10,app_qr,130827,1597400,15,44.5,Android,0,,0,,0,641000
3001235,32,F,Bogota,Bogota DC,empleado,1259500,nivel_3,organico,48,7,13,219700,16900,10100,0,6,tarjeta,11047,306400,4,51.6,Android,0,,1,581,0,53900
3001236,27,M,Bogota,Bogota DC,estudiante,3574300,nivel_2,influencer,4,4,11,422700,38427,27500,0,5,app_qr,68400,1694100,1,43.4,iOS,0,,1,601,1,256900
3001237,35,F,Barranquilla,Atlantico,independiente,2810900,nivel_1,ads_google,38,190,1,21400,21400,21400,0,0,app_qr,1427,1452600,0,,Android,1,4.5,1,511,1,3400
3001238,42,F,Cartagena,Bolivar,empleado,4064100,nivel_3,ads_google,31,6,52,2499500,48067,33300,0,10,app_qr,128627,1478400,16,48.7,iOS,0,,0,,0,443800
3001239,20,M,Cali,Valle del Cauca,independiente,1966100,nivel_1,referido,46,88,11,289400,26309,31800,0,5,tarjeta,19293,542000,3,39.7,iOS,2,3.7,0,,0,45300
3001240,52,M,Bogota,Bogota DC,estudiante,599300,nivel_2,organico,30,1,74,953800,12889,11500,0,10,app_qr,48433,190400,13,23.6,iOS,0,,1,558,0,1253300
3001241,44,M,Pereira,Risaralda,estudiante,964200,nivel_2,referido,45,1,49,1053400,21498,15600,0,9,app_qr,54947,206900,10,62.4,iOS,0,,0,,0,179000
3001242,27,F,Ibague,Tolima,independiente,1319600,nivel_2,organico,13,14,18,337500,18750,15750,0,6,app_qr,15862,667700,2,89.3,Android,1,4.5,0,,0,93600
3001243,26,F,Bogota,Bogota DC,independiente,2047800,nivel_3,referido,50,40,25,591900,23676,23800,0,8,app_qr,34573,1085400,5,40,Android,0,,0,,0,100200
3001244,41,F,Bogota,Bogota DC,empleado,3596500,nivel_3,ads_meta,23,163,6,151400,25233,17750,0,4,app_qr,10093,606700,1,31.9,Android,1,3.2,0,,1,26100
3001245,40,M,Bogota,Bogota DC,independiente,2049700,nivel_3,referido,28,2,42,1088300,25912,23400,0,9,tarjeta,51553,816700,19,65.5,iOS,0,,0,,1,758500
3001246,38,F,Bogota,Bogota DC,independiente,2511100,nivel_3,organico,40,29,20,649600,32480,20600,0,6,app_qr,36773,849900,4,21,Android,0,,1,645,0,45600
3001247,21,F,Barranquilla,Atlantico,empleado,2401800,nivel_2,ads_meta,46,49,11,248700,22609,14900,0,6,app_qr,11880,441100,3,32.2,Android,0,,0,,1,33900
3001248,33,F,Medellin,Antioquia,independiente,1802800,nivel_2,referido,7,7,54,1568100,29039,21950,0.037,8,app_qr,126200,334600,15,51,Android,0,,0,,0,1028300
3001249,34,M,Barranquilla,Atlantico,estudiante,610300,nivel_3,referido,31,17,8,164500,20562,10400,0,2,app_qr,6613,89400,3,70.5,Android,1,4.3,0,,0,13100
3001250,43,M,Medellin,Antioquia,estudiante,887800,nivel_2,organico,4,7,45,772200,17160,13800,0,9,app_qr,140925,325700,12,50.9,Android,0,,1,590,0,233100
3001251,34,F,Ibague,Tolima,empleado,2617600,nivel_2,ads_google,26,162,8,157700,19712,17300,0,4,tarjeta,7687,441100,4,68.9,iOS,0,,1,554,0,5800
3001252,42,F,Medellin,Antioquia,independiente,2017100,nivel_3,organico,19,6,32,835700,26116,18100,0.031,8,tarjeta,38360,580500,8,89,Android,0,,0,,0,50200
3001253,37,M,Medellin,Antioquia,independiente,1104900,nivel_1,referido,29,6,41,786500,19183,14800,0,9,tarjeta,35687,515600,7,37,iOS,2,5,1,583,1,151500
3001254,34,M,Ibague,Tolima,empleado,2011400,nivel_2,ads_meta,39,9,27,845400,31311,20500,0,8,app_qr,42940,465500,5,34.1,Android,0,,0,,0,149400
3001255,32,M,Barranquilla,Atlantico,empleado,2244800,nivel_2,ads_meta,39,16,12,466600,38883,24350,0,4,app_qr,16100,894900,2,84.2,iOS,0,,0,,0,81600
3001256,58,M,Bogota,Bogota DC,estudiante,329600,nivel_2,referido,14,45,5,22900,4580,4800,0,4,tarjeta,1636,110200,0,,iOS,0,,0,,1,20200
3001257,46,F,Barranquilla,Atlantico,empleado,4202300,nivel_2,referido,32,112,15,389700,25980,20200,0,6,app_qr,18740,654900,2,36.6,Android,0,,1,651,0,23900
3001258,23,F,Bogota,Bogota DC,empleado,1747700,nivel_1,ads_google,22,3,34,779100,22915,19900,0.029,7,app_qr,38727,318400,9,57.9,Android,1,5,0,,0,187800
3001259,22,M,Medellin,Antioquia,estudiante,1694500,nivel_1,ads_google,38,6,8,265900,33238,24400,0,3,tarjeta,9500,266800,1,40.6,Android,0,,1,478,0,61500
3001260,18,F,Bucaramanga,Santander,empleado,2133800,nivel_2,ads_google,48,7,24,556300,23179,17950,0,8,app_qr,28573,417000,5,47.6,Android,1,4.7,1,596,0,148400
3001261,31,M,Bogota,Bogota DC,empleado,1635300,nivel_2,referido,20,26,49,1173300,23945,17700,0.02,9,app_qr,48660,598300,9,28.5,Android,1,3.8,0,,0,110700
3001262,21,F,Quito,Pichincha,empleado,2653200,nivel_1,ads_meta,49,144,6,274600,45767,32900,0,3,app_qr,13600,991200,0,,iOS,0,,0,,1,62600
3001263,38,F,Bogota,Bogota DC,empleado,2397000,nivel_1,ads_meta,47,19,28,761300,27189,25450,0,10,tarjeta,41027,1131300,10,33.8,Android,0,,1,548,0,235200
3001264,25,F,Bogota,Bogota DC,empleado,1434700,nivel_2,organico,14,7,54,1153200,21356,17950,0.019,9,app_qr,62086,663400,17,45.3,Android,0,,0,,0,233700
3001265,25,M,Cali,Valle del Cauca,pensionado,1540200,nivel_2,ads_google,6,9,28,664800,23743,17950,0,8,tarjeta,84483,726600,6,42.5,Android,1,5,0,,0,193500
3001266,18,M,Barranquilla,Atlantico,pensionado,1917100,nivel_2,ads_google,32,145,5,79000,15800,17200,0,3,tarjeta,4893,301200,0,,Android,1,4.7,0,,0,8200
3001267,42,F,Cali,Valle del Cauca,empleado,3010000,nivel_2,organico,45,7,31,1094800,35316,27500,0,9,app_qr,52767,664100,17,67.4,iOS,0,,0,,0,899100
3001268,24,M,Quito,Pichincha,independiente,5171700,nivel_1,ads_meta,14,28,9,306900,34100,26700,0,3,app_qr,14157,1256300,2,39.3,Android,0,,0,,1,39900
3001269,46,F,Bogota,Bogota DC,independiente,2968000,nivel_1,ads_google,37,45,36,1040100,28892,24400,0.028,8,app_qr,54667,798800,9,33.7,Android,0,,1,553,0,216800
3001270,38,F,Medellin,Antioquia,estudiante,561100,nivel_2,ads_google,30,90,12,123600,10300,9700,0,5,app_qr,6000,174800,1,41.1,Android,0,,1,560,0,17900
3001271,45,M,Medellin,Antioquia,independiente,3028900,nivel_2,ads_meta,25,6,3,107200,35733,17700,0,1,tarjeta,5967,1270700,1,35.3,Android,1,3.2,0,,0,12600
3001272,43,F,Bucaramanga,Santander,independiente,3911300,nivel_1,ads_meta,15,102,1,45000,45000,45000,0,0,app_qr,3000,1459300,2,101.3,iOS,2,4.3,0,,0,3800
3001273,30,M,Bogota,Bogota DC,empleado,1602200,nivel_2,organico,44,6,31,858300,27687,24700,0.032,8,app_qr,43127,605500,5,59.4,iOS,1,4.9,0,,0,126800
3001274,31,M,Medellin,Antioquia,empleado,1665600,nivel_2,ads_google,10,4,76,1761700,23180,18300,0.013,10,app_qr,142000,201900,23,26.5,Android,0,,0,,0,685400
