id_empresa,cod_sector,sector_nombre,departamento,anio,tamano,num_empleados,ventas_millones,gasto_id_millones,innova_producto,innova_proceso,innova_organizacional,exporta
E0084,G,Comercio al por menor,Bogota,2022,grande,1319,"6359,7",721.4,0,0,0,no
E0009,C,Manufactura,ATLANTICO,2022,Micro,5,"47,0",0.5,Si,No ,NO,0
E0217,C,manufactura,Atlantico,2022,micro,7,0,,No ,1,0,Si 
E0372,M,Profesionales,Bogota DC,2022,micro,,"34,4",,0,0,no,no
E0130,G,comercio,valle del cauca,2022,Pequena ,12,792.7,,no,0,NO,1
E0270,J,Informacion y comunicaciones,Bogota D.C.,2022,Pequena,38,"132,0",21.7,No,SI,Si ,No
E0384,C,manufactura,cundinamarca,2022,micro,4,108.9,2.8,si,No ,No,No
E0111,F,construccion, VALLE ,2022,MEDIANA,,"1850,9",,No ,NO,0,no
E0289,C, Manufactura ,CUNDINAMARCA,2022,MICRO,2,"72,9",,no,0,NO,0
E0157,C,Manufactura,Bogota,2022,MICRO,5,39.2,,No,No,No,NO
E0219,C,MANUFACTURA,Bogota,2022,MEDIANA,132,936.9,0,no,SI,Si,0
E0357,C,MANUFACTURA,valle del cauca,2022,mediana,52,"4961,7",18.6,0,SI,No,no
E0002,G,Comercio al por menor,Cundinamarca,2022,Pequena ,36,565.6,3.0,No,No ,Si,0
E0036,G, comercio,Bogota,2022,grande,,9732.0,161.3,Si,No,No ,0
E0093,F,Construccion ,Bogota D.C.,2022,Mediana,76,4393.7,,NO,NO,No ,No
E0189,C,Manufactura,atlantico,2022,MICRO,4,104.2,,Si ,no,No ,no
E0428,J,TIC,Bogota,2022,Micro,8,"63,1",8.6,1,NO,0,No
E0291,I,alojamiento y comida,valle del cauca,2022,mediana,185,1216.1,,,NO,no,0
E0393,C,manufactura,Valle,2022,Micro,10,"189,0",,NO,no,No,No 
E0153,C,manufactura,Bogota,2022,pequena,40,434.1,64.3,no,0,No ,NO
E0301,M,Profesionales,Bogota,2022,PEQUENA,20,283.7,,No,si,no,
E0447,G,Comercio, VALLE ,2022,micro,8,76.6,5.9,NO,0,Si,NO
E0358,G,Comercio al por menor, VALLE ,2022,Mediana,0,"2105,7",0,No ,NO,No ,No 
E0375,G,COMERCIO,Valle,2022,MICRO,2,"63,0",,0,No,no,No 
E0019,G,COMERCIO, VALLE ,2022,PEQUENA,13,"300,8",,NO,0,No ,0
E0454,J,tic,bogota,2022,MICRO,2,128.4,1.7,No,Si,si,No 
E0494 ,G,comercio,valle del cauca,2022,Pequena,31,242.8,,No ,NO,0,si
E0495,C,MANUFACTURA,Valle del Cauca,2022,PEQUENA,29,"425,8",0,NO,Si,No ,No
E0351,G, comercio,Bogota,2022,pequena,27,679.0,,No,no,Si,Si 
E0222,F,CONSTRUCCION, VALLE ,2022,micro,8,"101,6",6.1,No,1,0,no
E0092,H,transporte,ATLANTICO,2022,MICRO,10,93.6,,No ,NO,No,No
E0221,C,manufactura,Bogota DC,2022,grande,981,"24246,9",,No,No,0,No
E0378,I,Hoteles y restaurantes, Antioquia,2022,Pequena,35,"256,4",,NO,No,No,No
E0107,G, comercio,Valle del Cauca,2022,Mediana,85,2372.4,,No ,No ,NO,0
E0311,C,manufactura,atlantico,2022,Pequena,40,"545,6",4.8,1,NO,si,Si 
E0260,M,SERVICIOS PROFESIONALES,bogota,2022,Mediana,155,1796.7,,NO,no,No,No 
E0477,J,INFORMACION Y COMUNICACIONES,antioquia,2022,Micro,10,117.9,,NO,No ,No,no
E0412,G,Comercio al por menor, VALLE ,2022,Pequena,18,18068.8,,0,No ,No,No 
E0450,G,Comercio,Valle del Cauca,2022,Mediana,65,1516.9,,no,NO,No ,No 
E0091,C,manufactura,Bogota D.C.,2022,grande,1238,6037.9,187.5,NO,Si,SI,no
E0325,C,manufactura, VALLE ,2022,grande,482,30413.7,917.6,SI,no,SI,no
E0391,C,MANUFACTURA,valle del cauca,2022,MICRO,5,5050.7,2.1,No,Si ,Si,0
E0323,M,servicios profesionales, Antioquia,2022,mediana,175,984.3,,0,,no,NO
E0283,C,manufactura,BOGOTA,2022,MICRO,2,"162,0",0.5,Si,SI,no,Si
E0205,F,Construccion ,bogota,2022,micro,9,"91,2",,0,0,no,0
E0473,J,tic,atlantico,2022,pequena,48,613.0,22.9,SI,Si,Si,No
E0198,H,Transporte,ANTIOQUIA,2022,Mediana,125,1672.3,14.0,no,1,0,no
E0262,G,Comercio,Antioquia,2022,MICRO,9,"147,1",,no,no,0,No 
E0368,G,COMERCIO,antioquia,2022,MICRO,8,120.7,9.5,0,Si ,no,SI
E0207,C,Manufactura,Bogota DC,2022,Pequena,,"730,7",,NO,NO,no,0
E0326,J,INFORMACION Y COMUNICACIONES, VALLE ,2022,pequena,40,741.3,88.6,no,Si ,No ,si
E0354,C,MANUFACTURA,Valle del cauca,2022,Micro,10,83.2,,0,No,0,no
E0330,C,manufactura,ATLANTICO,2022,micro,4,67.3,2.9,si,0,NO,Si 
E0266,F,construccion,Valle del cauca,2022,micro,1,84.1,,0,0,No ,NO
E0451,F,CONSTRUCCION,Cundinamarca,2022,pequena,21,"619,1",,0,0,no,No 
E0201,G,Comercio,Valle del Cauca,2022,pequena,29,"451,0",,No,No,NO,No 
E0394,G, comercio,ANTIOQUIA,2022,grande,N/D,"6930,0",157.3,SI,No,Si,No 
E0396,F,construccion,BOGOTA,2022,MICRO,1,"81,4",7.8,Si ,NO,No ,no
E0199,G,Comercio,atlantico,2022,PEQUENA,33,567.5,,0,no,no,no
E0400,G,Comercio al por menor,bogota,2022,mediana,94,"6985,6",63.4,Si,,0,No
E0163,J,tic, VALLE ,2022,Mediana,117,1232.5,116.6,no,1,Si,NO
E0169,G,Comercio al por menor,antioquia,2022,Pequena,11,401.7,,No,no,No,0
E0223,H,transporte,ANTIOQUIA,2022,GRANDE,N/D,"9494,9",,No ,No ,NO,0
E0464,J,INFORMACION Y COMUNICACIONES,Valle,2022,Micro,1,"129,1",,Si ,No ,0,Si 
E0253,G,Comercio, Antioquia,2022,PEQUENA,46,"598,6",5.0,si,0,0,si
E0314,F,CONSTRUCCION,atlantico,2022,Grande,696,"15124,6",,No ,NO,0,NO
E0024,C,MANUFACTURA, VALLE ,2022,,44,"543,9",,NO,No ,Si,No 
E0052,C, Manufactura ,Atlantico ,2022,,18,574.7,,no,no,NO,0
E0156,G,COMERCIO,Bogota,2022,micro,4,"62,6",2.1,No ,No ,0,No
E0042,C,Manufactura,Cundinamarca,2022,PEQUENA,n/d,375.9,,Si ,si,No ,
E0060,H,TRANSPORTE,Bogota,2022,micro,8,"155,0",,0,0,No,NO
E0498,F,Construccion,Cundinamarca,2022,grande,865,12819.8,,0,,No,no
E0469,M,Servicios profesionales,Valle,2022,MICRO,6,75.1,0.8,Si,No ,NO,NO
E0371,C,MANUFACTURA,valle del cauca,2022,MICRO,1,127.3,,no,NO,No,NO
E0119,H,transporte, Antioquia,2022,,,100.5,1.6,No,no,NO,No
E0383,I,HOTELERIA, Antioquia,2022,Micro,4,"119,7",4.2,Si,No ,No ,Si
E0443,J,tic,Valle,2022,pequena,,"604,7",7.0,0,Si ,0,0
E0370,J,INFORMACION Y COMUNICACIONES,valle del cauca,2022,Micro,9,83.7,,0,0,no,no
E0213,G,comercio,Valle del cauca,2022,,33,1057.1,,0,no,NO,no
E0331,I,Hoteles y restaurantes,cundinamarca,2022,Micro,-3,"89,1",1.6,,no,NO,No 
E0211,M,Servicios profesionales,valle del cauca,2022,MEDIANA,84,,120.4,si,No ,No,Si
E0134,G,COMERCIO,bogota,2022,Mediana,122,2957.5,75.5,Si,No ,0,Si 
E0409,C,Industria manufacturera, Antioquia,2022,Pequena ,32,715.3,2.2,SI,si,NO,si
E0374,H,transporte,ANTIOQUIA,2022,micro,10,3244.6,1.5,1,No,NO,No 
E0180,F,CONSTRUCCION,Bogota DC,2022,PEQUENA,14,382.0,,No ,no,No ,No 
E0166,J,INFORMACION Y COMUNICACIONES,atlantico,2022,pequena,22,"892,7",3.5,No ,0,SI,si
E0206,I,Alojamiento y comida,Antioquia,2022,micro,2,72.9,,SI,no,0,NO
E0347,F,Construccion,Valle,2022,PEQUENA,23,21335.7,,No,no,0,No 
E0362,G,comercio,BOGOTA,2022,MICRO,6,93.6,1.6,0,No,,No 
E0238,M,SERVICIOS PROFESIONALES, Antioquia,2022,Mediana,194,"2413,6",,No,NO,No,0
E0492,G,COMERCIO,valle del cauca,2022,MICRO,,45.7,0,No,0,0,no
E0300,G,comercio,Bogota DC,2022,mediana,104,"1810,3",105.8,No,NO,NO,0
E0310,M,servicios profesionales,Cundinamarca,2022,Mediana,113,3060.7,0,Si ,NO,NO,NO
E0431,C,MANUFACTURA,Bogota D.C.,2022,grande,664,"19698,3",,,no,no,Si
E0497,G,COMERCIO,Valle del Cauca,2022,,10,"128,3",3.0,No,,no,NO
E0035,M,Servicios profesionales,Bogota D.C.,2022,Grande,1336,"8116,7",340.0,1,Si ,no,Si 
E0016,G,Comercio al por menor,valle del cauca,2022,PEQUENA,33,"694,0",,no,NO,NO,0
E0143,J,tic,Bogota,2022,Pequena,36,1187.3,,Si ,Si ,no,NO
E0043,H,Transporte y almacenamiento,bogota,2022,Micro,6,80.6,,No ,No,No,No
E0360,G, comercio,Valle del cauca,2022,Grande,616,19612.1,,0,0,No,0
E0174,G,COMERCIO,Valle del Cauca,2022,pequena,44,"369,9",,No,No,0,si
E0032,G,comercio,atlantico,2022,PEQUENA,36,576.1,,NO,0,No ,No 
E0353,I,HOTELERIA,Valle,2022,,8,35.7,2.6,NO,no,Si ,No
E0049,I,Alojamiento y comida,valle del cauca,2022,Pequena ,,459.7,,no,No ,no,Si
E0011,M,SERVICIOS PROFESIONALES,bogota,2022,micro,4,32.7,4.3,Si,Si ,NO,No 
E0178,G,Comercio al por menor,Atlantico ,2022,micro,2,"87,1",,No,No ,no,0
E0146,C, Manufactura , Antioquia,2022,,93,3680.8,39.8,si,No ,0,Si 
E0402,C,MANUFACTURA,Bogota DC,2022,MEDIANA,83,1567.7,,,no,No ,No
E0185,C, Manufactura ,Valle,2022,mediana,129,550.6,,No,no,No ,No 
E0448,C,MANUFACTURA,Antioquia,2022,Micro,8,,,0,No,no,No 
E0067,C,manufactura,Bogota,2022,Pequena,28,"215,7",45.8,No ,No,SI,0
E0366,C,manufactura,valle del cauca,2022,micro,8,117.6,1.4,Si,Si ,NO,NO
E0388,C,MANUFACTURA,ANTIOQUIA,2022,Micro,2,116.5,14.3,No,0,Si ,No
E0181,G, comercio, VALLE ,2022,Mediana,97,"1477,4",,0,No ,NO,no
E0110,H,transporte,antioquia,2022,micro,1,"76,2",,no,No,0,NO
E0292,G,COMERCIO,Bogota DC,2022,Micro,1,185.7,2.8,NO,0,,No 
E0318,C,manufactura,Valle,2022,Micro,3,112.6,,no,0,No,no
E0341,H,TRANSPORTE,BOGOTA,2022,micro,1,158.6,,0,NO,0,NO
E0099,G,Comercio al por menor,Valle,2022,Micro,9,135.1,0.2,SI,NO,no,No 
E0432,H,TRANSPORTE,Antioquia,2022,Pequena,41,"1742,2",,Si,0,No ,0
E0312,M,SERVICIOS PROFESIONALES,Atlantico ,2022,micro,8,72.0,5.3,si,Si ,0,1
E0456,C,Manufactura,Valle del cauca,2022,mediana,112,"1838,6",260.2,No ,Si,Si,No
E0365,I,Alojamiento y comida,bogota,2022,Pequena ,29,291.5,,No,No,no,no
E0342,C,MANUFACTURA,antioquia,2022,,44,"204,1",21.7,SI,,si,No
E0299,G,COMERCIO,Valle del Cauca,2022,Mediana,107,1755.5,,no,0,0,NO
E0455,G,Comercio al por menor,Bogota DC,2022,pequena,25,"134,3",,0,no,0,0
E0254,G,Comercio al por menor,Atlantico,2022,PEQUENA,14,0,,No,NO,No ,NO
E0261,F,construccion,Bogota D.C.,2022,,3,73.2,,0,No,No,No 
E0385,H,TRANSPORTE,antioquia,2022,PEQUENA,26,,,0,0,SI,No
E0440,G,Comercio al por menor,valle del cauca,2022,MEDIANA,111,0,,NO,No,SI,No
E0490,G,Comercio,valle del cauca,2022,PEQUENA,23,429.1,,0,no,no,NO
E0324,I,Alojamiento y comida,Valle del Cauca,2022,Micro,7,"143,4",,NO,NO,Si ,No 
E0407,G,Comercio,antioquia,2022,GRANDE,731,"11673,8",,No ,NO,NO,NO
E0445,F,construccion, VALLE ,2022,Mediana,0,,25.3,Si ,NO,NO,No
E0209,M,servicios profesionales,Bogota D.C.,2022,Mediana,191,5899.6,97.3,Si,0,no,No 
E0279,C,Industria manufacturera,Valle del cauca,2022,Mediana,190,1222.5,,No,0,NO,no
E0008,F,construccion,Antioquia,2022,Mediana,141,"2704,3",,No ,No ,NO,no
E0419,C,MANUFACTURA,ATLANTICO,2022,MICRO,2,"52,7",1.1,No ,si,Si ,0
E0294,G, comercio,ANTIOQUIA,2022,MICRO,5,26.1,,No ,No ,NO,No
E0471,F,Construccion,valle del cauca,2022,PEQUENA,37,357.0,,NO,0,no,NO
E0176,F,CONSTRUCCION,bogota,2022,mediana,55,2323.4,,0,no,NO,SI
E0109,H,transporte,Antioquia,2022,MICRO,7,58.1,,No,NO,No ,No
E0414,C,Industria manufacturera,Bogota DC,2022,pequena,17,"104,2",,Si,no,Si,Si 
E0149,G, comercio,Valle,2022,mediana,148,3284.7,100.9,No,No,1,No 
E0164,G, comercio,Valle del Cauca,2022,MICRO,-7,254.7,1.7,Si,No,No ,SI
E0069,M,Profesionales,Valle del cauca,2022,,3,164.5,,0,No ,NO,1
E0046,G,COMERCIO,Bogota D.C.,2022,MEDIANA,84,"2452,2",43.5,No ,Si ,No ,No
E0144,J,TIC,BOGOTA,2022,Pequena,20,"985,3",10.7,1,no,Si,Si 
E0141 ,C, Manufactura ,Bogota DC,2022,micro,3,181.6,5.8,NO,NO,Si ,No
E0239,H,TRANSPORTE,valle del cauca,2022,Micro,7,187.0,5.0,NO,1,no,Si
E0460,I,Hoteles y restaurantes,Valle del cauca,2022,Micro,5,94.4,,No ,no,No,No 
E0155,H,TRANSPORTE,CUNDINAMARCA,2022,MICRO,1,28.2,,No ,no,NO,0
E0132,C,MANUFACTURA,Cundinamarca,2022,MICRO,8,2042.6,0,No,Si ,No ,Si
E0297,I,Hoteles y restaurantes,antioquia,2022,Pequena,17,1063.6,,NO,No,NO,No 
E0333,F,Construccion,BOGOTA,2022,Micro,3,63.6,9.2,SI,no,NO,No 
E0063,J,Tecnologia,BOGOTA,2022,mediana,80,"3877,1",,NO,NO,No,no
E0208,I,alojamiento y comida,Bogota D.C.,2022,PEQUENA,12,"657,4",,no,No ,no,0
E0159,C,Industria manufacturera,Antioquia,2022,mediana,103,"2001,6",117.5,Si ,No,Si,si
E0081,C,Industria manufacturera,BOGOTA,2022,Pequena ,,"877,4",12.1,0,si,0,no
E0062,C,manufactura,Antioquia,2022,pequena,32,17436.8,11.5,0,NO,Si,NO
E0468,F,CONSTRUCCION, VALLE ,2022,Pequena,14,421.6,6.3,no,No ,no,no
E0171,G,COMERCIO,ANTIOQUIA,2022,Mediana,82,3103.1,,no,No ,0,
E0041,H,Transporte,valle del cauca,2022,mediana,86,"1160,4",42.2,NO,1,NO,1
E0275,J,Tecnologia,atlantico,2022,MEDIANA,58,"3557,0",88.1,Si ,SI,No,no
E0040,C,Industria manufacturera, VALLE ,2022,Micro,1,"257,7",3.1,SI,No,0,0
E0034,F,Construccion,Valle del Cauca,2022,pequena,42,"762,8",,No,No,No,NO
E0361,C,Industria manufacturera,Valle del Cauca,2022,pequena,37,1263.3,5.9,No,Si,no,no
E0403,G,Comercio,Bogota D.C.,2022,PEQUENA,37,541.9,,0,NO,NO,
E0350,M,Profesionales,BOGOTA,2022,MEDIANA,131,2123.2,121.0,0,Si,Si ,SI
E0148,G,COMERCIO,ATLANTICO,2022,grande,,,,NO,No,No ,si
E0313,J,INFORMACION Y COMUNICACIONES,Valle del cauca,2022,GRANDE,855,154664.9,1094.2,SI,No,NO,Si 
E0487,I,Hoteles y restaurantes,antioquia,2022,pequena,42,"407,9",13.4,No,0,SI,No 
E0029,J,INFORMACION Y COMUNICACIONES,Cundinamarca,2022,Micro,9,208.5,0.1,1,si,0,si
E0065,G,Comercio,Valle,2022,mediana,114,2013.7,,No ,No ,No,NO
E0152,J,INFORMACION Y COMUNICACIONES,antioquia,2022,Grande,749,13479.5,,no,Si,Si,no
E0161,C, Manufactura ,Antioquia,2022,Micro,7,36.0,9.0,Si,NO,No,No
E0113,G, comercio,Bogota,2022,Pequena ,-14,1046.7,28.2,1,0,No ,si
E0287,G,comercio,antioquia,2022,Micro,,"331,4",5.1,,si,No,0
E0475,G,comercio,CUNDINAMARCA,2022,pequena,11,393.1,,no,No ,NO,No 
E0334,C,manufactura,Atlantico,2022,mediana,67,4350.3,115.8,No,1,no,
E0195,F,Construccion,Bogota D.C.,2022,PEQUENA,36,"1193,8",,No,no,No,No 
E0446,F,construccion,Valle,2022,micro,,226.2,2.0,No,No,no,0
E0346,G,Comercio al por menor,Valle,2022,PEQUENA,19,290.4,24.8,1,NO,no,no
E0235,C,MANUFACTURA, VALLE ,2022,PEQUENA,37,1566.7,47.1,Si ,no,NO,0
E0327,G, comercio,Antioquia,2022,Pequena ,24,,,No ,No ,No,NO
E0098,M,SERVICIOS PROFESIONALES,Valle,2022,Pequena,N/D,"691,5",20.5,SI,0,1,Si
E0126,H,TRANSPORTE,Valle,2022,Pequena ,,831.2,,1,0,No ,si
E0488,G,comercio, VALLE ,2022,micro,6,105.3,,,0,No ,
E0112,J,Informacion y comunicaciones, VALLE ,2022,GRANDE,1064,13143.4,1284.4,si,Si,SI,No 
E0298,C, Manufactura ,valle del cauca,2022,Micro,7,158.8,0.4,1,No ,NO,NO
E0305,C,Industria manufacturera,Antioquia,2022,Grande,815,39425.1,,0,No,No,no
E0395,F,Construccion,antioquia,2022,mediana,165,2344.8,73.7,0,no,NO,0
E0397,G,Comercio,Antioquia,2022,pequena,45,,22.1,NO,No ,1,no
E0429,G,Comercio al por menor,Bogota D.C.,2022,Pequena,,777.0,17.4,no,1,No ,NO
E0088,J,Informacion y comunicaciones, Antioquia,2022,mediana,,1765.3,77.5,0,No ,Si,
E0101,J,Informacion y comunicaciones, Antioquia,2022,MEDIANA,60,1533.8,202.2,1,0,No,si
E0022,G, comercio,Valle del Cauca,2022,MICRO,7,0,,No ,NO,No,no
e0256,M,SERVICIOS PROFESIONALES, VALLE ,2022,MICRO,5,"131,8",,no,0,No ,No 
E0317,C, Manufactura ,CUNDINAMARCA,2022,Pequena,15,"994,1",18.4,Si,no,SI,No 
E0263,G,COMERCIO,Bogota D.C.,2022,GRANDE,640,14978.2,,no,No ,NO,No
E0433,C,MANUFACTURA, Antioquia,2022,PEQUENA,12,"728,6",,NO,no,0,Si
e0268,F,Construccion,Valle del cauca,2022,Pequena,46,"549,9",,No ,No,No,no
E0001,C,Industria manufacturera,Bogota DC,2022,Pequena,-50,227.1,23.6,NO,1,SI,No 
E0167,G,comercio,Bogota D.C.,2022,micro,3,33.9,,No ,No ,No ,SI
E0116 ,G,Comercio al por menor,Valle,2022,MEDIANA,61,"1119,8",118.4,NO,1,No ,Si
E0038,M,SERVICIOS PROFESIONALES,BOGOTA,2022,,33,"429,8",37.9,No ,No,Si ,NO
E0139,G,comercio,Bogota D.C.,2022,MICRO,7,"23,6",2.9,NO,0,0,No 
E0452,H,transporte,Bogota D.C.,2022,MEDIANA,89,"3702,9",39.6,no,1,No,1
E0316,C,manufactura, Antioquia,2022,MICRO,7,33.7,,No,NO,0,no
E0343,C,MANUFACTURA,Cundinamarca,2022,micro,7,128.2,0.5,SI,Si ,no,
e0493,J,tic,BOGOTA,2022,MICRO,5,"94,2",1.3,No ,1,0,si
E0286,C,MANUFACTURA,Bogota DC,2022,Grande,502,16425.6,607.2,si,1,No,Si
E0500,C,Manufactura,Bogota DC,2022,Mediana,64,"2909,3",,NO,No ,No ,
